Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,50230000.0,50000000.0,518632000.0,519000000.0,25663000.0,26000000.0,7434000.0,7000000.0,61793000.0,62000000.0,4308000.0,17101000.0,42250000.0
Short-term investments,113722000.0,,114390000.0,,96036000.0,,300177000.0,,251583000.0,,0.0,0.0,0.0
Cash and short-term investments,163952000.0,,633022000.0,,121699000.0,,307611000.0,,313376000.0,,4308000.0,17101000.0,42250000.0
Receivables,0.0,167000000.0,0.0,169000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0,0.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total current assets,163952000.0,,633022000.0,,121699000.0,,307611000.0,,313376000.0,,4308000.0,17101000.0,42250000.0
Property Plant & Equipment Net,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Goodwill and Intangible Assets,0.0,131000000,0.0,167000000,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax assets,0.0,,0.0,,0.0,,0.0,,0.0,,24212000.0,24212000.0,25540000.0
Total non-current assets,6501351000.0,,6399255000.0,,2144220000.0,,2178563000.0,,1751516000.0,,1193527000.0,899781000.0,707400000.0
Total assets,6665303000.0,6665000000.0,7032277000.0,7032000000.0,2265919000.0,2266000000.0,2486174000.0,2486000000.0,2064892000.0,2065000000.0,1197835000.0,916882000.0,749650000.0
Payables,94827000.0,,102523000.0,,39639000.0,,35182000.0,,31775000.0,,22229000.0,11694000.0,14139000.0
Short-term debt,624000000.0,,641000000.0,,26000000.0,,255000000.0,,68000000.0,,135500000.0,92500000.0,0.0
Total current liabilities,718827000.0,,743523000.0,,65639000.0,,314394000.0,,123987000.0,,181941000.0,128406000.0,14139000.0
Long-term debt,624000000.0,3232000000.0,641000000.0,3394000000.0,26000000.0,1211000000.0,255000000.0,1397000000.0,68000000.0,1091000000.0,688078000.0,569822000.0,0.0
Total debt,1248000000.0,3232000000.0,1282000000.0,3394000000.0,52000000.0,1211000000.0,510000000.0,1397000000.0,136000000.0,1091000000.0,823578000.0,662322000.0,0.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax Liabilities,0.0,,0.0,,0.0,,24212000.0,,24212000.0,,24212000.0,24212000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,624000000.0,,641000000.0,,26000000.0,,255000000.0,,68000000.0,,688078000.0,569822000.0,0.0
Total liabilities,3414889000.0,3411000000.0,3599470000.0,3595000000.0,1250345000.0,1250000000.0,1432298000.0,1432000000.0,1123026000.0,1123000000.0,737671000.0,611394000.0,423077000.0
Other comprehensive income,3224029000,12000000.0,3408446000,11000000.0,1018517000,-2000000.0,1067890000,-7000000.0,944360000,-2000000.0,459776000,305117000,326204000
Retained earnings (deficit),12301000.0,-272000000.0,11289000.0,-217000000.0,-1798000.0,-192000000.0,-7333000.0,-142000000.0,-1542000.0,-111000000.0,0.0,0.0,0.0
Total shareholders equity,3250414000.0,3250000000.0,3432807000.0,3433000000.0,1015574000.0,1016000000.0,1053876000.0,1054000000.0,941866000.0,942000000.0,460164000.0,305488000.0,326573000.0
Investments,113722000.0,,114390000.0,,96036000.0,,300177000.0,,251583000.0,,0.0,0.0,0.0
Net Debt,1197770000.0,3182000000,763368000.0,2875000000,26337000.0,1185000000,502566000.0,1390000000,74207000.0,1029000000,819270000.0,645221000.0,-42250000.0
Other Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
Other Liabilities,2072062000.0,0,2214947000.0,0,1158706000.0,0,862904000.0,0,931039000.0,0,0.0,0.0,408938000.0
