Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,1279782.0,1515674.0,398391.0,1539809.0,2962069.0,992448.0,150071.0,653113.0,226268.0
Short-term investments,121913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1401695.0,1515674.0,398391.0,1539809.0,2962069.0,992448.0,150071.0,653113.0,226268.0
Receivables,38800.0,893038.0,288236.0,280222.0,117726.0,303445.0,273282.0,263973.0,180855.0
Inventories,240086.0,192705.0,187241.0,20129.0,56175.0,1167.0,0.0,0.0,0.0
Total current assets,1747836.0,2656695.0,909924.0,1878847.0,3165956.0,1322134.0,449516.0,945281.0,407493.0
Property Plant & Equipment Net,277944.0,411643.0,564933.0,714754.0,803027.0,11419.0,10393.0,31674.0,42778.0
Goodwill and Intangible Assets,404978.0,294396.0,226450.0,167644.0,95847.0,70494.0,231803.0,299241.0,25083.0
Long-term investments,500.0,500.0,500.0,9222.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,683422.0,738115.0,959445.0,1310167.0,994385.0,99339.0,242196.0,330915.0,67861.0
Total assets,2431258.0,3394810.0,1869369.0,3189014.0,4160341.0,1421473.0,691712.0,1276196.0,475354.0
Payables,217488.0,100884.0,112175.0,38393.0,309698.0,102625.0,106595.0,153852.0,44996.0
Short-term debt,50000.0,100000.0,561834.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,695819.0,382894.0,799125.0,109916.0,354350.0,141161.0,133942.0,174702.0,44996.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,50000.0,100000.0,561834.0,0.0,0.0,0.0,0.0,0.0,0.0
Deferred revenue,51498.0,35680.0,3315.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,0.0,93206.0,0.0,0.0,0.0,0.0,0.0,0.0
Total liabilities,695819.0,382894.0,892331.0,109916.0,354350.0,141161.0,133942.0,174702.0,44996.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-19774745.0,-14185457.0,-9760954.0,-7564120.0,-5867838.0,-2751758.0,-2017641.0,-1332075.0,-421946.0
Total shareholders equity,1735439.0,3011916.0,977038.0,3079098.0,3805991.0,1280312.0,557770.0,1101494.0,430358.0
Investments,122413.0,500.0,500.0,9222.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-1351695.0,-1415674.0,163443.0,-1539809.0,-2962069.0,-992448.0,-150071.0,-653113.0,-226268.0
Other Assets,67255.0,55278.0,36056.0,38687.0,29986.0,25074.0,26163.0,28195.0,370.0
Other Liabilities,428331.0,182010.0,125116.0,71523.0,44652.0,38536.0,27347.0,20850.0,0.0
