Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2012-03-02,2011-12-31
Cash and cash equivalents,225000000.0,227000000.0,274000000.0,415000000.0,313000000.0,236000000.0,376000000.0,0.0,143000000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,225000000.0,227000000.0,274000000.0,415000000.0,313000000.0,236000000.0,376000000.0,0.0,143000000.0
Receivables,146000000.0,153000000.0,152000000.0,141000000.0,116000000.0,121000000.0,122000000.0,0.0,120000000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,768000000.0,789000000.0,818000000.0,961000000.0,1026000000.0,917000000.0,978000000.0,0.0,806000000.0
Property Plant & Equipment Net,304000000.0,289000000.0,267000000.0,254000000.0,233000000.0,205000000.0,188000000.0,0.0,165000000.0
Goodwill and Intangible Assets,3966000000.0,3994000000.0,4003000000.0,3934000000.0,3818000000.0,3700000000.0,3703000000.0,0.0,3738000000.0
Long-term investments,131000000.0,124000000.0,123000000.0,115000000.0,97000000.0,93000000.0,0.0,0.0,0.0
Tax assets,1000000.0,1000000.0,715000000.0,1000000.0,180000000.0,186000000.0,54000000.0,0.0,66000000.0
Total non-current assets,6522000000.0,6548000000.0,6603000000.0,6570000000.0,6512000000.0,6409000000.0,6467000000.0,0.0,6544000000.0
Total assets,7290000000.0,7337000000.0,7421000000.0,7531000000.0,7538000000.0,7326000000.0,7445000000.0,0.0,7350000000.0
Payables,147000000.0,156000000.0,140000000.0,139000000.0,128000000.0,123000000.0,148000000.0,0.0,184000000.0
Short-term debt,748000000.0,127000000.0,242000000.0,31000000.0,19000000.0,19000000.0,110000000.0,0.0,325000000.0
Total current liabilities,1527000000.0,955000000.0,1050000000.0,1605000000.0,878000000.0,911000000.0,1015000000.0,0.0,1436000000.0
Long-term debt,2800000000.0,3221000000.0,3265000000.0,200000000.0,3891000000.0,3886000000.0,4256000000.0,0.0,6825000000.0
Total debt,3548000000.0,3348000000.0,3507000000.0,231000000.0,3910000000.0,3905000000.0,4366000000.0,0.0,7150000000.0
Deferred revenue,59000000.0,68000000.0,69000000.0,73000000.0,73000000.0,73000000.0,69000000.0,0.0,76000000.0
Tax Liabilities,20000000.0,22000000.0,78000000.0,78000000.0,106000000.0,113000000.0,111000000.0,0.0,42000000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3448000000.0,3760000000.0,3902000000.0,742000000.0,4477000000.0,4402000000.0,4911000000.0,0.0,7413000000.0
Total liabilities,4979000000.0,4719000000.0,4957000000.0,5113000000.0,5359000000.0,5316000000.0,5929000000.0,0.0,8851000000.0
Other comprehensive income,4869000000,5285000000,5565000000,5733000000,5677000000,5635000000,5591000000,0.0,2033000000
Retained earnings (deficit),-2507000000.0,-2631000000.0,-3062000000.0,-3280000000.0,-3464000000.0,-3607000000.0,-4045000000.0,0.0,-3502000000.0
Total shareholders equity,2311000000.0,2618000000.0,2464000000.0,2418000000.0,2179000000.0,2010000000.0,1516000000.0,0.0,-1501000000.0
Investments,131000000.0,124000000.0,123000000.0,115000000.0,97000000.0,93000000.0,0.0,0.0,0.0
Net Debt,3323000000.0,3121000000.0,3233000000.0,-184000000.0,3597000000.0,3669000000.0,3990000000.0,0.0,7007000000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,4000000.0,4000000.0,5000000.0,2766000000.0,4000000.0,3000000.0,3000000.0,0.0,2000000.0
