Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,75251000.0,75000000.0,148008000.0,148000000.0,77232000.0,77000000.0,34200000.0,34000000.0,28295000.0,28000000.0,16400000.0,17383000.0
Short-term investments,75248000.0,75000000.0,39266000.0,39000000.0,19977000.0,20000000.0,2766000.0,3000000.0,7866000.0,8000000.0,12771000.0,35406000.0
Cash and short-term investments,150499000.0,75000000.0,187274000.0,39000000.0,97209000.0,20000000.0,36966000.0,3000000.0,36161000.0,8000000.0,29171000.0,52789000.0
Receivables,76750000.0,77000000.0,55464000.0,55000000.0,43461000.0,43000000.0,41623000.0,42000000.0,29216000.0,29000000.0,22567000.0,21643000.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,251256000.0,196000000.0,261013000.0,125000000.0,152055000.0,90000000.0,88973000.0,87000000.0,71609000.0,63000000.0,58496000.0,80373000.0
Property Plant & Equipment Net,57058000.0,57000000.0,35456000.0,35000000.0,20540000.0,21000000.0,18755000.0,19000000.0,11351000.0,11000000.0,10580000.0,6772000.0
Goodwill and Intangible Assets,132700000.0,133000000,85659000.0,86000000,65031000.0,65000000,64727000.0,65000000,48202000.0,48000000,52403000.0,41969000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,1973000.0,000000.0,550000.0,000000.0,573000.0,000000.0,440000.0,1000000.0,405000.0,1000000.0,392000.0,206000.0
Total non-current assets,196191000.0,18000000.0,125488000.0,13000000.0,89587000.0,11000000.0,87325000.0,26000000.0,62584000.0,28000000.0,66247000.0,52883000.0
Total assets,447447000.0,447000000.0,386501000.0,387000000.0,241642000.0,242000000.0,176298000.0,176000000.0,134193000.0,134000000.0,124743000.0,133256000.0
Payables,3973000.0,4000000.0,3573000.0,4000000.0,3636000.0,4000000.0,2056000.0,2000000.0,2987000.0,3000000.0,4705000.0,3515000.0
Short-term debt,0.0,,0.0,,0.0,,1001000.0,,1308000.0,,921000.0,1196000.0
Total current liabilities,184555000.0,185000000.0,136288000.0,136000000.0,101807000.0,102000000.0,91878000.0,92000000.0,64448000.0,64000000.0,56071000.0,51959000.0
Long-term debt,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,10000000.0,987000.0,14000000.0,8000.0,915000.0
Total debt,0.0,000000.0,0.0,000000.0,0.0,000000.0,1001000.0,10000000.0,2295000.0,14000000.0,929000.0,2111000.0
Deferred revenue,133313000.0,1000000.0,99758000.0,3000000.0,74644000.0,5000000.0,61427000.0,10000000.0,46222000.0,10000000.0,35483000.0,30211000.0
Tax Liabilities,3736000.0,2000000.0,3467000.0,2000000.0,0.0,1000000.0,125000.0,1000000.0,87000.0,0000000.0,95000.0,0.0
Deposit Liabilities,2136000.0,,1078000.0,,1100000.0,,1100000.0,,0.0,,0.0,0.0
Total non-current liabilities,17933000.0,18000000.0,13352000.0,13000000.0,11034000.0,11000000.0,15465000.0,26000000.0,13495000.0,28000000.0,6029000.0,7782000.0
Total liabilities,202488000.0,202000000.0,149640000.0,150000000.0,112841000.0,113000000.0,117824000.0,118000000.0,92140000.0,92000000.0,121315000.0,118956000.0
Other comprehensive income,569060000,-1000000.0,544770000,-5000000.0,414346000,-2000000.0,329882000,-1000000.0,301000000,0000000.0,240901000,224368000
Retained earnings (deficit),-323105000.0,-323000000.0,-302832000.0,-303000000.0,-283866000.0,-284000000.0,-270718000.0,-271000000.0,-259157000.0,-259000000.0,-237746000.0,-210290000.0
Total shareholders equity,244959000.0,245000000.0,236861000.0,237000000.0,128801000.0,129000000.0,58474000.0,58000000.0,42053000.0,42000000.0,3428000.0,14300000.0
Investments,75248000.0,,39266000.0,,19977000.0,,2766000.0,,7866000.0,,12771000.0,35406000.0
Net Debt,-75251000.0,-75000000,-148008000.0,-148000000,-77232000.0,-77000000,-33199000.0,-24000000,-26000000.0,-14000000,-15471000.0,-15272000.0
Other Assets,0.0,20000000,0.0,15000000,0.0,10000000,0.0,3000000,0.0,3000000,0.0,0.0
Other Liabilities,0.0,41000000,0.0,27000000,0.0,17000000,10481000.0,14000000,14197000.0,2000000,59215000.0,59215000.0
