Date,2019-05-31,2018-05-31,2017-05-31,2016-05-31,2015-05-31,2014-05-31,2013-05-31,2012-05-31,2011-05-31,2010-05-31,2009-05-31
Depreciation & Amortization,2919000000.0,2785000000.0,2451000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976000000.0
Stock-based compensation,1653000000.0,1607000000.0,1350000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413000000.0
Operating Cash Flow,14551000000.0,15386000000.0,14126000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8255000000.0
Capital Expenditure,1660000000.0,1736000000.0,2021000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-529000000.0
Acquisitions and disposals,-363000000.0,-1724000000.0,-11221000000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1159000000.0
Investment purchases and sales,-6160000000.0,-11347000000.0,-3561000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-911000000.0
Investing Cash flow,26399000000.0,-5568000000.0,-21580000000.0,20152000000.0,21716000000.0,17769000000.0,14613000000.0,14955000000.0,16163000000.0,9914000000.0,-2599000000.0
Issuance (repayment) of debt,-4500000000.0,-9800000000.0,-4094000000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1004000000.0
Issuance (buybacks) of shares,-33985000000.0,-8945000000.0,-1380000000.0,-20152000000.0,-21716000000.0,-17769000000.0,-14613000000.0,-14955000000.0,-16163000000.0,-9914000000.0,-3212000000.0
Dividend payments,-2932000000.0,-3140000000.0,-2631000000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-250000000.0
Financing Cash Flow,-42056000000.0,-9982000000.0,9086000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4422000000.0
Effect of forex changes on cash,-158000000.0,57000000.0,-86000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-501000000.0
Net cash flow / Change in cash,-1106000000.0,-164000000.0,1632000000.0,20152000000.0,21716000000.0,17769000000.0,14613000000.0,14955000000.0,16163000000.0,9914000000.0,733000000.0
Free Cash Flow,12891000000.0,13650000000.0,12105000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7726000000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
