Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,518966666.6667,307779111.6447,267966315.7895,341192182.4104,136013317.1913,10397524.0715
Short-term investments,445977.0115,48741896.7587,38517894.7368,0.0,0.0,0.0
Cash and short-term investments,519412643.6782,356521008.4034,306484210.5263,341192182.4104,136013317.1913,10397524.0715
Receivables,23154022.9885,14738295.3181,13000000.0,16435396.3084,17010895.8838,12137551.5818
Inventories,316091.954,300120.048,124210.5263,171552.6602,163438.2567,504814.3054
Total current assets,560506896.5517,388020408.1633,328945263.1579,362885993.4853,159807506.0533,27433287.4828
Property Plant & Equipment Net,11541379.3103,8674669.8679,17789473.6842,5475570.0326,3159806.2954,5321870.7015
Goodwill and Intangible Assets,1457471.2644,1717887.1549,1413684.2105,1038002.1716,1242130.7506,6364511.6919
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,15171264.3678,11597839.1357,19930526.3158,7431053.203,6795399.5157,12284731.7744
Total assets,575678160.9195,399618247.2989,348875789.4737,370317046.6884,166602905.569,39718019.2572
Payables,18256321.8391,11356542.617,10233684.2105,7178067.3181,11866828.0872,13342503.4388
Short-term debt,382758.6207,25210.084,1821052.6316,2085776.3301,1043583.5351,950481.4305
Total current liabilities,53872413.7931,54565426.1705,59127368.4211,83539630.836,90635593.2203,31012379.6424
Long-term debt,1170114.9425,15606.2425,31578.9474,71661.2378,3418886.1985,4642365.8872
Total debt,1552873.5632,40816.3265,1852631.5789,2157437.5679,4462469.7337,5592847.3177
Deferred revenue,23855172.4138,33583433.3733,40977894.7368,59454940.2823,72024213.0751,7719394.773
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,4251724.1379,4134453.7815,621052.6316,546145.494,3900726.3923,5243466.2999
Total liabilities,58124137.931,58699879.952,59748421.0526,84085776.3301,94536319.6126,36255845.9422
Other comprehensive income,-19158620.6897,2201680.6723,-23341052.6316,-1770901.1944,-922518.1598,1138927.0977
Retained earnings (deficit),-465886206.8966,-423853541.4166,-289610526.3158,-171261672.0955,-160430992.7361,-182445667.1252
Total shareholders equity,470460919.5402,317973589.4358,287152631.5789,285444082.519,73590799.0315,3768913.3425
Investments,445977.0115,48741896.7587,38517894.7368,0.0,0.0,0.0
Net Debt,-517413793.1035,,,,,
Other Assets,-55241758.6207,,,,,
Other Liabilities,35233333.3333,43183673.4695,47072631.579,74275787.1878,77725181.598,16719394.7731
