Date,2019-02-03,2018-01-28,2017-01-29,2016-01-31,2015-02-01,2014-02-02
Cash and cash equivalents,731000.0,2865000.0,24042000.0,37873000.0,7881000.0,7500030.0
Short-term investments,6295000.0,6323000.0,0.0,0.0,0.0,0.0
Cash and short-term investments,7026000.0,9188000.0,24042000.0,37873000.0,7881000.0,7500030.0
Receivables,28000.0,52000.0,45000.0,20000.0,91000.0,469240.0
Inventories,97685000.0,89548000.0,70368000.0,55303000.0,41363000.0,0.0
Total current assets,118198000.0,101826000.0,101246000.0,98390000.0,53351000.0,41736883.0
Property Plant & Equipment Net,167109000.0,109705000.0,52432000.0,21529000.0,16880000.0,13043324.0
Goodwill and Intangible Assets,402000.0,402000.0,402000.0,402000.0,402000.0,402011.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,11201000.0,10870000.0,4959000.0,3084000.0,0.0,0.0
Total non-current assets,178561000.0,121276000.0,54721000.0,22230000.0,17598000.0,13725630.0
Total assets,296759000.0,223102000.0,155967000.0,120620000.0,70949000.0,55462513.0
Payables,25363000.0,17320000.0,9330000.0,10611000.0,14199000.0,9929856.0
Short-term debt,500000.0,84000.0,742000.0,722000.0,1428000.0,898840.0
Total current liabilities,52611000.0,50296000.0,35119000.0,24690000.0,27637000.0,19702009.0
Long-term debt,16542000.0,1424000.0,35000.0,4301000.0,4255000.0,4204556.0
Total debt,17042000.0,1508000.0,777000.0,5023000.0,5683000.0,5103396.0
Deferred revenue,10485000.0,7285000.0,5590000.0,2744000.0,4029000.0,2388127.0
Tax Liabilities,218000.0,7631000.0,5225000.0,1308000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,31267000.0,6879000.0,3711000.0,5444000.0,5050000.0,4531717.0
Total liabilities,136410000.0,87032000.0,44788000.0,31815000.0,32687000.0,24233726.0
Other comprehensive income,86393000,84622000,83082000,82025000,-45000.0,0.0
Retained earnings (deficit),70592000.0,48084000.0,24733000.0,3443000.0,36025000.0,29508273.0
Total shareholders equity,160349000.0,136070000.0,111179000.0,88805000.0,36782000.0,30235761.0
Investments,6295000.0,6323000.0,0.0,0.0,0.0,0.0
Net Debt,16311000.0,-1357000.0,-23265000.0,-32850000.0,-2198000.0,-2396634.0
Other Assets,0.0,0.0,0.0,0.0,4016000.0,33767613.0
Other Liabilities,52532000.0,29857000.0,5958000.0,1681000.0,12010000.0,8873313.0
