Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,32892000.0,16600000.0,24266000.0,46773566.0,36205559.0,38077198.0,6952659.0
Short-term investments,28590000.0,49543000.0,86335000.0,125864447.0,70698640.0,0.0,0.0
Cash and short-term investments,61482000.0,66143000.0,110601000.0,172638013.0,106904199.0,38077198.0,6952659.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,11875.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,62089000.0,67493000.0,112389000.0,174530230.0,107573354.0,41922242.0,7008213.0
Property Plant & Equipment Net,3387000.0,3805000.0,1059000.0,696280.0,553294.0,343059.0,909801.0
Goodwill and Intangible Assets,0.0,11000.0,13000.0,14844.0,0.0,0.0,0.0
Long-term investments,28590000.0,49543000.0,86335000.0,125864447.0,70698640.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,4690000.0,5229000.0,2265000.0,823744.0,764105.0,470684.0,1079473.0
Total assets,66779000.0,72722000.0,114654000.0,175353974.0,108337459.0,42392926.0,8087686.0
Payables,1416000.0,1424000.0,8749000.0,6749625.0,4342480.0,545053.0,459035.0
Short-term debt,12562000.0,12425000.0,5039000.0,7942.0,10677.0,0.0,2085129.0
Total current liabilities,17490000.0,18213000.0,22048000.0,13573314.0,6959108.0,2736959.0,3931600.0
Long-term debt,4811000.0,15725000.0,13270000.0,7942.0,10677.0,0.0,2783078.0
Total debt,17373000.0,28150000.0,18309000.0,15884.0,21354.0,0.0,4868207.0
Deferred revenue,0.0,0.0,0.0,3750000.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,7806000.0,19900000.0,13950000.0,318001.0,311264.0,664438.0,4195267.0
Total liabilities,25253000.0,38089000.0,36073000.0,32222509.0,9133831.0,3401397.0,8126867.0
Other comprehensive income,429727000,392103000,364148000,325784484,231152894,0.0,0.0
Retained earnings (deficit),-388274000.0,-357490000.0,-285625000.0,-182497965.0,-131969725.0,-82268850.0,-59017415.0
Total shareholders equity,41526000.0,34633000.0,78581000.0,143131465.0,99203628.0,-81570609.0,-58997015.0
Investments,57180000.0,99086000.0,172670000.0,251728894.0,141397280.0,0.0,0.0
Net Debt,-15519000.0,11550000.0,-5957000.0,-46757682.0,-36184205.0,-38077198.0,-2084452.0
Other Assets,0.0,0.0,0.0,0.0,0.0,3845044.0,43679.0
Other Liabilities,0.0,0.0,75000.0,18331194.0,1863459.0,2191906.0,1387436.0
