Date,2018-06,2017-06,2016-06,2015-06,2014-06
Cash and cash equivalents,100000000.0,53000000.0,38000000.0,38000000.0,37000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,,,,,
Inventories,14572000000.0,10046000000.0,5757000000.0,4788000000.0,3987000000.0
Total current assets,18265000000.0,13643000000.0,12620000000.0,12333000000.0,9775000000.0
Property Plant & Equipment Net,18263000000.0,13639000000.0,12620000000.0,12332000000.0,9772000000.0
Goodwill and Intangible Assets,3000000,4000000,0,1000000,4000000
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,8477000000.0,5101000000.0,4880000000.0,6133000000.0,3381000000.0
Total assets,35593000000.0,26371000000.0,20984000000.0,19075000000.0,16879000000.0
Payables,2030000000.0,6410000000.0,4695000000.0,2280000000.0,1956000000.0
Short-term debt,9664000000.0,6236000000.0,4223000000.0,4919000000.0,5626000000.0
Total current liabilities,15291000000.0,12716000000.0,8961000000.0,7412000000.0,7728000000.0
Long-term debt,6768000000.0,3621000000.0,4045000000.0,5741000000.0,3001000000.0
Total debt,6768000000.0,3621000000.0,4045000000.0,5741000000.0,3001000000.0
Deferred revenue,,,,,
Tax Liabilities,1708000000.0,1456000000.0,811000000.0,371000000.0,365000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,8477000000.0,5101000000.0,4880000000.0,6133000000.0,3381000000.0
Total liabilities,23768000000.0,17817000000.0,13842000000.0,13545000000.0,11109000000.0
Other comprehensive income,942000000.0,954000000.0,974000000.0,552000000.0,563000000.0
Retained earnings (deficit),6533000000.0,3250000000.0,1818000000.0,628000000.0,856000000.0
Total shareholders equity,11825000000.0,8554000000.0,7143000000.0,5530000000.0,5770000000.0
Investments,,,,,
Net Debt,16332000000,9804000000,8230000000,10622000000,8590000000
Other Assets,2590000000,2558000000,2557000000,1902000000,3068000000
Other Liabilities,3597000000,69000000,44000000,213000000,146000000
