Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,122313000.0,91059000.0,35889000.0,56029000.0,23419000.0,37941000.0,43909000.0
Short-term investments,423167000.0,203290000.0,174449000.0,139389000.0,92829000.0,80711000.0,85824000.0
Cash and short-term investments,122313000.0,294349000.0,210338000.0,195418000.0,116248000.0,118652000.0,129733000.0
Receivables,103781000.0,49817000.0,36212000.0,33345000.0,15714000.0,16488000.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,226094000.0,344166000.0,246550000.0,228763000.0,131962000.0,135140000.0,129733000.0
Property Plant & Equipment Net,27797000.0,7084000.0,6689000.0,6926000.0,8389000.0,8517000.0,8671000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,423167000.0,203290000.0,174449000.0,139389000.0,92829000.0,80711000.0,85824000.0
Tax assets,12152000.0,8589000.0,7388000.0,6704000.0,8310000.0,7339000.0,0.0
Total non-current assets,2647800000.0,1086542000.0,931998000.0,824117000.0,715220000.0,728774000.0,680025000.0
Total assets,2873894000.0,1430708000.0,1178548000.0,1052880000.0,847182000.0,863914000.0,809758000.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,145993000.0,186009000.0,91129000.0,185635000.0,172855000.0,83091000.0,59904000.0
Total current liabilities,149093000.0,188409000.0,93129000.0,187235000.0,174355000.0,84791000.0,59904000.0
Long-term debt,40000000.0,60000000.0,55000000.0,249400000.0,0.0,0.0,4821000.0
Total debt,185993000.0,246009000.0,146129000.0,435035000.0,172855000.0,83091000.0,64725000.0
Deferred revenue,3100000.0,2400000.0,2000000.0,1600000.0,1500000.0,1700000.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,2234148000.0,1054327000.0,913744000.0,755443000.0,572972000.0,671496000.0,645013000.0
Total non-current liabilities,46606000.0,60235000.0,55231000.0,249736000.0,294000.0,343000.0,4821000.0
Total liabilities,2452270000.0,1310178000.0,1069410000.0,953976000.0,756048000.0,772647000.0,726943000.0
Other comprehensive income,307670000,21779000,19953000,18538000,17320000,17155000,16716000
Retained earnings (deficit),98584000.0,91439000.0,81385000.0,72168000.0,67121000.0,65404000.0,57529000.0
Total shareholders equity,421624000.0,120530000.0,109138000.0,98904000.0,91134000.0,91267000.0,82815000.0
Investments,846334000.0,406580000.0,348898000.0,278778000.0,185658000.0,161422000.0,171648000.0
Net Debt,63680000.0,154950000.0,110240000.0,379006000.0,149436000.0,45150000.0,20816000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,2256571000.0,1061534000.0,921050000.0,517005000.0,581399000.0,687513000.0,662218000.0
