Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,58028000.0,58000000.0,50122000.0,50000000.0,25359000.0,25000000.0,24382000.0,24000000.0,24732000.0,25000000.0,30647000.0,28739000.0,29289000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Cash and short-term investments,58028000.0,,50122000.0,,25359000.0,,24382000.0,,24732000.0,,30647000.0,28739000.0,29289000.0
Receivables,19966000.0,20000000.0,31643000.0,32000000.0,20441000.0,20000000.0,43172000.0,43000000.0,43698000.0,44000000.0,29869000.0,33420000.0,36131000.0
Inventories,33645000.0,34000000.0,32228000.0,32000000.0,32248000.0,32000000.0,39055000.0,39000000.0,44856000.0,45000000.0,44736000.0,41620000.0,27232000.0
Total current assets,114456000.0,49000000.0,116976000.0,88000000.0,82455000.0,58000000.0,109602000.0,62000000.0,115712000.0,71000000.0,107566000.0,107007000.0,95777000.0
Property Plant & Equipment Net,24377000.0,24000000.0,28044000.0,28000000.0,26120000.0,26000000.0,32324000.0,32000000.0,39223000.0,39000000.0,44941000.0,36235000.0,28541000.0
Goodwill and Intangible Assets,24193000.0,24000000,47776000.0,48000000,22799000.0,23000000,23635000.0,24000000,23599000.0,24000000,26347000.0,26085000.0,25998000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax assets,300000.0,000000.0,400000.0,000000.0,400000.0,000000.0,0.0,000000.0,1111000.0,1000000.0,890000.0,980000.0,499000.0
Total non-current assets,49275000.0,45000000.0,88403000.0,51000000.0,58419000.0,11000000.0,62411000.0,9000000.0,70888000.0,6000000.0,82521000.0,69465000.0,61159000.0
Total assets,163731000.0,164000000.0,205379000.0,205000000.0,140874000.0,141000000.0,172013000.0,172000000.0,186600000.0,187000000.0,190087000.0,176472000.0,156936000.0
Payables,16513000.0,5000000.0,32758000.0,21000000.0,19181000.0,13000000.0,33985000.0,22000000.0,27011000.0,13000000.0,25436000.0,27181000.0,37145000.0
Short-term debt,438000.0,0000000.0,33000.0,0000000.0,40000.0,0000000.0,42000.0,0000000.0,15549000.0,16000000.0,7914000.0,9452000.0,5431000.0
Total current liabilities,28376000.0,28000000.0,48530000.0,49000000.0,29340000.0,29000000.0,43765000.0,44000000.0,53722000.0,54000000.0,44251000.0,49033000.0,49576000.0
Long-term debt,37969000.0,38000000.0,35124000.0,35000000.0,43000.0,0000000.0,49000.0,0000000.0,20000.0,0000000.0,100000.0,83000.0,68000.0
Total debt,38407000.0,38000000.0,35157000.0,35000000.0,83000.0,0000000.0,91000.0,0000000.0,15569000.0,0000000.0,8014000.0,9535000.0,5499000.0
Deferred revenue,4279000.0,4000000.0,6669000.0,7000000.0,3967000.0,4000000.0,3066000.0,3000000.0,703000.0,1000000.0,1043000.0,6408000.0,0.0
Tax Liabilities,348000.0,0000000.0,1737000.0,9000000.0,1066000.0,9000000.0,1376000.0,6000000.0,1852000.0,3000000.0,2366000.0,2068000.0,0.0
Deposit Liabilities,0.0,,0.0,,2000000.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,40275000.0,45000000.0,46806000.0,51000000.0,10712000.0,11000000.0,9072000.0,9000000.0,5925000.0,6000000.0,5626000.0,2506000.0,4029000.0
Total liabilities,73140000.0,73000000.0,99278000.0,99000000.0,40052000.0,40000000.0,52837000.0,53000000.0,59647000.0,60000000.0,49877000.0,51539000.0,53605000.0
Other comprehensive income,369793000,-0000000.0,337541000,12000000.0,296316000,5000000.0,291505000,5000000.0,277314000,5000000.0,271928000,267623000,252907000
Retained earnings (deficit),-283503000.0,-284000000.0,-247233000.0,-247000000.0,-204104000.0,-204000000.0,-180399000.0,-180000000.0,-158066000.0,-158000000.0,-151794000.0,-158134000.0,-163021000.0
Total shareholders equity,90591000.0,91000000.0,106101000.0,106000000.0,100822000.0,101000000.0,119176000.0,119000000.0,126953000.0,127000000.0,140210000.0,124933000.0,103331000.0
Investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Debt,-19621000.0,-20000000,-14965000.0,-15000000,-25276000.0,-25000000,-24291000.0,-24000000,-9163000.0,-9000000,-22633000.0,-19204000.0,-23790000.0
Other Assets,0.0,1000000,0.0,1000000,0.0,1000000,0.0,1000000,0.0,1000000,0.0,0.0,0.0
Other Liabilities,4489000.0,14000000,3942000.0,16000000,0.0,8000000,0.0,10000000,0.0,12000000,0.0,0.0,0.0
