Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,7261000.0,7000000.0,9803000.0,10000000.0,7691000.0,8000000.0,13340000.0,13000000.0,14648000.0,15000000.0,18876000.0,17658000.0
Short-term investments,11967000.0,13000000.0,11983000.0,13000000.0,16978000.0,18000000.0,28829000.0,30000000.0,42987000.0,43000000.0,42979000.0,40998000.0
Cash and short-term investments,19228000.0,13000000.0,21786000.0,13000000.0,24669000.0,18000000.0,42169000.0,30000000.0,57635000.0,43000000.0,61855000.0,58656000.0
Receivables,2721000.0,3000000.0,3015000.0,3000000.0,4030000.0,4000000.0,3948000.0,4000000.0,10522000.0,11000000.0,15725000.0,35215000.0
Inventories,3251000.0,3000000.0,2570000.0,3000000.0,2893000.0,3000000.0,3243000.0,3000000.0,6445000.0,6000000.0,11729000.0,11125000.0
Total current assets,29369000.0,2000000.0,30625000.0,2000000.0,35224000.0,3000000.0,53377000.0,18000000.0,78291000.0,28000000.0,92817000.0,115576000.0
Property Plant & Equipment Net,458000.0,0000000.0,445000.0,0000000.0,595000.0,1000000.0,10190000.0,10000000.0,18670000.0,19000000.0,21777000.0,27201000.0
Goodwill and Intangible Assets,725000.0,1000000,953000.0,1000000,1183000.0,1000000,7349000.0,7000000,8390000.0,8000000,8276000.0,8235000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current assets,2170000.0,1000000.0,2283000.0,1000000.0,2822000.0,1000000.0,18269000.0,16000000.0,27837000.0,18000000.0,30766000.0,36129000.0
Total assets,31539000.0,32000000.0,32908000.0,33000000.0,38046000.0,38000000.0,71646000.0,72000000.0,106128000.0,106000000.0,123583000.0,151705000.0
Payables,2317000.0,2000000.0,1697000.0,2000000.0,2267000.0,2000000.0,3614000.0,4000000.0,5424000.0,5000000.0,8551000.0,18313000.0
Short-term debt,0.0,,0.0,,0.0,,2459000.0,,2257000.0,,2056000.0,1870000.0
Total current liabilities,9000000.0,9000000.0,7542000.0,8000000.0,8511000.0,9000000.0,13067000.0,13000000.0,21201000.0,21000000.0,20156000.0,40654000.0
Long-term debt,0.0,,0.0,,0.0,,13662000.0,,15928000.0,,18185000.0,20193000.0
Total debt,0.0,,0.0,,0.0,,16121000.0,,18185000.0,,20241000.0,22063000.0
Deferred revenue,4805000.0,5000000.0,3671000.0,4000000.0,3359000.0,3000000.0,3126000.0,3000000.0,6125000.0,7000000.0,4912000.0,12716000.0
Tax Liabilities,9344000.0,,9216000.0,,9066000.0,,33000.0,,75000.0,,117000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,643000.0,,106000.0,0.0
Total non-current liabilities,652000.0,1000000.0,688000.0,1000000.0,614000.0,1000000.0,15402000.0,16000000.0,16950000.0,18000000.0,19632000.0,21943000.0
Total liabilities,9906000.0,10000000.0,8484000.0,8000000.0,9379000.0,9000000.0,28723000.0,29000000.0,38940000.0,39000000.0,41385000.0,62597000.0
Other comprehensive income,331209000,-2000000.0,329993000,-2000000.0,328616000,-2000000.0,328051000,-0000000.0,326550000,1000000.0,324459000,318822000
Retained earnings (deficit),-307803000.0,-308000000.0,-303180000.0,-303000000.0,-298402000.0,-298000000.0,-285169000.0,-285000000.0,-260843000.0,-261000000.0,-243233000.0,-230415000.0
Total shareholders equity,21633000.0,22000000.0,24424000.0,24000000.0,28667000.0,29000000.0,42923000.0,43000000.0,67188000.0,67000000.0,82198000.0,89108000.0
Investments,11967000.0,,11983000.0,,16978000.0,,28829000.0,,42987000.0,,42979000.0,40998000.0
Net Debt,-7261000.0,-7000000,-9803000.0,-10000000,-7691000.0,-8000000,2781000.0,-13000000,3537000.0,-15000000,1365000.0,4405000.0
Other Assets,0.0,4000000,0.0,3000000,0.0,3000000,0.0,4000000,0.0,5000000,0.0,0.0
Other Liabilities,254000.0,2000000,254000.0,2000000,254000.0,3000000,254000.0,4000000,789000.0,1000000,1597000.0,0.0
