Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,172538205.4993,121063633.6155,30431533.4773,43892466.4921
Short-term investments,3767293.7771,0.0,0.0,0.0
Cash and short-term investments,176305499.2764,121063633.6155,30431533.4773,43892466.4921
Receivables,81343415.3401,16212817.4123,3614110.8711,3194731.1662
Inventories,247863965.2677,179849607.0133,108294168.4665,71558773.6866
Total current assets,524840086.8307,320593863.3615,145203311.7351,121346633.8006
Property Plant & Equipment Net,8205209.8408,6165810.1572,5067818.5745,5547835.4645
Goodwill and Intangible Assets,4729377.7135,0.0,0.0,0.0
Long-term investments,818958.0318,18712212.8174,0.0,23925435.218
Tax assets,7411577.424,6647672.3096,0.0,0.0
Total non-current assets,23919102.7496,32747732.769,5382145.4284,30115082.4218
Total assets,548759189.5803,353341596.1306,150585457.1634,151461716.2225
Payables,72153256.1505,48127871.8259,39543412.527,44532583.5773
Short-term debt,0.0,0.0,0.0,27110460.6378
Total current liabilities,161593777.1346,139508766.6264,106470122.3902,102521337.2362
Long-term debt,166651230.1013,18791414.7521,0.0,0.0
Total debt,19439073.8061,26794740.0242,28797696.1843,27110460.6378
Deferred revenue,9041678.7265,1821493.3495,793088.5529,439531.6592
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,9689435.6006,10406287.7872,6049388.049,5956863.3493
Total non-current liabilities,168712011.5774,18791414.7521,0.0,0.0
Total liabilities,330305788.712,158300181.3785,106470122.3902,102521337.2362
Other comprehensive income,-922286.5412,-801692.8658,-12537365.0108,-4162532.7376
Retained earnings (deficit),-185347756.8741,-216533555.0181,-196280057.5954,-113279155.7541
Total shareholders equity,214379884.2258,193932587.6663,-208810655.1476,-117434447.6968
Investments,4586251.809,18712212.8174,0.0,23925435.218
Net Debt,-22018005.6693,,,
Other Assets,21692120.1158,,,
Other Liabilities,89440520.9841,91380894.8005,66926709.8632,30878293.0211
