Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,1581000.0,5761000.0,17463000.0,3468000.0,69217000.0,96871000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1581000.0,5761000.0,17463000.0,3468000.0,69217000.0,96871000.0
Receivables,21249000.0,3966000.0,9786000.0,11508000.0,25994000.0,28748000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,77359000.0,74686000.0,54840000.0,125345000.0,114045000.0,141250000.0
Property Plant & Equipment Net,714224000.0,375021000.0,339920000.0,252304000.0,520567000.0,313277000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,4728000.0,4728000.0,7887000.0,7529000.0,6695000.0,2303000.0
Total non-current assets,724720000.0,379932000.0,377248000.0,284490000.0,682475000.0,483919000.0
Total assets,802079000.0,454618000.0,432088000.0,409835000.0,796520000.0,625169000.0
Payables,34796000.0,9051000.0,3579000.0,21588000.0,46861000.0,62811000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,72480000.0,74136000.0,31820000.0,42215000.0,119324000.0,140971000.0
Long-term debt,300440000.0,189310000.0,188249000.0,187743000.0,128805000.0,29141000.0
Total debt,300440000.0,189310000.0,188249000.0,187743000.0,128805000.0,29141000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,15189000.0,0.0,0.0,0.0,102668000.0,114154000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,336224000.0,203131000.0,202445000.0,191251000.0,242190000.0,136957000.0
Total liabilities,408704000.0,277267000.0,234265000.0,233466000.0,361514000.0,277928000.0
Other comprehensive income,-706000.0,-1134000.0,-1842000.0,-1310000.0,-832000.0,-1516000.0
Retained earnings (deficit),-238668000.0,-210529000.0,-188094000.0,-142400000.0,121435000.0,106114000.0
Total shareholders equity,393375000.0,177351000.0,197823000.0,176369000.0,435006000.0,347241000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,298859000.0,,,,,
Other Assets,54529000.0,,,,,
Other Liabilities,37684000.0,65085000.0,28241000.0,20627000.0,72463000.0,78160000.0
