Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,160254000.0,160000000.0,137061000.0,137000000.0,98758000.0,99000000.0,164188000.0,164000000.0,35972000.0,36000000.0,50007000.0,41561000.0
Short-term investments,22546000.0,23000000.0,108966000.0,109000000.0,106638000.0,107000000.0,99951000.0,100000000.0,96295000.0,96000000.0,117601000.0,46190000.0
Cash and short-term investments,182800000.0,23000000.0,246027000.0,109000000.0,205396000.0,107000000.0,264139000.0,100000000.0,132267000.0,96000000.0,50007000.0,87751000.0
Receivables,1122532000.0,1123000000.0,1172078000.0,1172000000.0,1194868000.0,1195000000.0,944219000.0,944000000.0,916529000.0,917000000.0,1038605000.0,994700000.0
Inventories,21716000.0,22000000.0,24673000.0,25000000.0,27791000.0,28000000.0,25702000.0,26000000.0,25780000.0,26000000.0,32021000.0,31060000.0
Total current assets,1409539000.0,3823000000.0,1516538000.0,4596000000.0,1500899000.0,5018000000.0,1390062000.0,4263000000.0,1196728000.0,2749000000.0,1273766000.0,1233282000.0
Property Plant & Equipment Net,735979000.0,736000000.0,878586000.0,879000000.0,971996000.0,972000000.0,902104000.0,902000000.0,926575000.0,927000000.0,1143126000.0,1059041000.0
Goodwill and Intangible Assets,2792904000.0,2793000000,3217309000.0,3217000000,3425465000.0,3426000000,1398297000.0,1399000000,1415405000.0,1415000000,1481033000.0,1531862000.0
Long-term investments,28988000.0,29000000.0,204929000.0,205000000.0,204498000.0,204000000.0,166045000.0,166000000.0,149094000.0,149000000.0,221799000.0,266817000.0
Tax assets,4546000.0,000000.0,7224000.0,000000.0,104130000.0,104000000.0,11174000.0,11000000.0,17043000.0,17000000.0,12663000.0,17785000.0
Total non-current assets,3823178000.0,4183000000.0,4596186000.0,4294000000.0,5018037000.0,3908000000.0,4262902000.0,3354000000.0,2749141000.0,2071000000.0,2964180000.0,2905211000.0
Total assets,5232717000.0,5233000000.0,6112724000.0,6113000000.0,6518936000.0,6519000000.0,5652964000.0,5653000000.0,3945869000.0,3946000000.0,4237946000.0,4138493000.0
Payables,191827000.0,192000000.0,203925000.0,204000000.0,187061000.0,187000000.0,175725000.0,176000000.0,181772000.0,182000000.0,210668000.0,216801000.0
Short-term debt,14638000.0,15000000.0,27977000.0,28000000.0,24630000.0,25000000.0,24607000.0,25000000.0,8222000.0,8000000.0,8942000.0,10620000.0
Total current liabilities,926319000.0,926000000.0,1005728000.0,1006000000.0,1111212000.0,1111000000.0,857263000.0,857000000.0,792421000.0,792000000.0,835331000.0,848923000.0
Long-term debt,3146972000.0,3147000000.0,3215062000.0,3215000000.0,3137025000.0,3137000000.0,1502531000.0,2853000000.0,1579391000.0,1579000000.0,1648706000.0,1531882000.0
Total debt,3161610000.0,3147000000.0,3243039000.0,3215000000.0,3161655000.0,3137000000.0,1527138000.0,2853000000.0,1587613000.0,1579000000.0,1657648000.0,1542502000.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax Liabilities,5813000.0,37000000.0,32359000.0,202000000.0,33766000.0,000000.0,27140000.0,000000.0,37408000.0,000000.0,46114000.0,329000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,3183853000.0,4183000000.0,3416870000.0,4294000000.0,3427790000.0,3908000000.0,1798506000.0,3354000000.0,1823922000.0,2071000000.0,1873141000.0,1741608000.0
Total liabilities,5109391000.0,5109000000.0,5300173000.0,5300000000.0,5019082000.0,5019000000.0,4211097000.0,4211000000.0,2863212000.0,2863000000.0,2981787000.0,2849572000.0
Other comprehensive income,1713179000,6000000.0,1710231000,2000000.0,1737747000,-3000000.0,1586692000,-3000000.0,1146193000,-0000000.0,1145922000,1138189000
Retained earnings (deficit),-1618896000.0,-1619000000.0,-920544000.0,-921000000.0,-256209000.0,-256000000.0,-159768000.0,-160000000.0,-76825000.0,-77000000.0,98799000.0,139172000.0
Total shareholders equity,123326000.0,123000000.0,812551000.0,813000000.0,1499854000.0,1500000000.0,1441867000.0,1442000000.0,1082657000.0,1083000000.0,1256159000.0,1288921000.0
Investments,51534000.0,29000000.0,313895000.0,205000000.0,311136000.0,204000000.0,265996000.0,166000000.0,245389000.0,149000000.0,339400000.0,313007000.0
Net Debt,3001356000.0,3002000000,3105978000.0,3106000000,3062897000.0,3063000000,1362950000.0,2714000000,1551641000.0,1551000000,1607641000.0,1500941000.0
Other Assets,0.0,311000000,0.0,369000000,0.0,385000000,0.0,1859000000,0.0,325000000,0.0,0.0
Other Liabilities,999219000.0,1223000000,877575000.0,1153000000,480080000.0,1070000000,1555328000.0,924000000,246869000.0,909000000,273315000.0,259041000.0
