Date,2019-10-31,2018-10-31,2017-10-31,2016-10-31,2015-10-31,2014-10-31,2013-10-31,2012-10-31,2011-10-31,2010-10-31,2009-10-31
Cash and cash equivalents,97500000.0,289124000.0,310256000.0,273555000.0,126275000.0,314873000.0,182993000.0,125856000.0,80886000.0,177366000.0,187773000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,97500000.0,289124000.0,310256000.0,273555000.0,126275000.0,314873000.0,182993000.0,125856000.0,80886000.0,177366000.0,187773000.0
Receivables,242196000.0,185128000.0,176008000.0,157908000.0,171172000.0,151479000.0,147475000.0,144241000.0,142400000.0,128354000.0,143709000.0
Inventories,651663000.0,358259000.0,328992000.0,307034000.0,334514000.0,274603000.0,240089000.0,251117000.0,223030000.0,194402000.0,176275000.0
Total current assets,1122891000.0,894637000.0,859886000.0,779009000.0,710679000.0,824036000.0,653267000.0,612134000.0,532882000.0,584973000.0,290544000.0
Property Plant & Equipment Net,437317000.0,271459000.0,235230000.0,222038000.0,224995000.0,205195000.0,185096000.0,180523000.0,191140000.0,173407000.0,166716000.0
Goodwill and Intangible Assets,714627000.0,330939000.0,308772000.0,302875000.0,314543000.0,115680000.0,120222000.0,124065000.0,127566000.0,109362000.0,109731000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,6251000.0,38252000.0,64083000.0,57228000.0,38095000.0,42822000.0,39756000.0,63314000.0,62523000.0,59538000.0,63052000.0
Total non-current assets,1207656000.0,676347000.0,633901000.0,608509000.0,592979000.0,368379000.0,349481000.0,323065000.0,337781000.0,300649000.0,240669000.0
Total assets,2330547000.0,1570984000.0,1493787000.0,1387518000.0,1303658000.0,1192415000.0,1002748000.0,935199000.0,870663000.0,885622000.0,872682000.0
Payables,319230000.0,256575000.0,211752000.0,174668000.0,152017000.0,124271000.0,136158000.0,124806000.0,118036000.0,125138000.0,91074000.0
Short-term debt,79900000.0,0.0,26258000.0,22484000.0,23134000.0,6640000.0,0.0,1858000.0,1978000.0,1970000.0,8294000.0
Total current liabilities,756970000.0,532635000.0,521796000.0,463839000.0,443734000.0,400420000.0,388845000.0,378122000.0,359080000.0,368283000.0,316801000.0
Long-term debt,620899000.0,312549000.0,305629000.0,331423000.0,354818000.0,347316000.0,223544000.0,223482000.0,225178000.0,223578000.0,225046000.0
Total debt,700799000.0,312549000.0,331887000.0,353907000.0,377952000.0,353956000.0,223544000.0,225340000.0,227156000.0,225548000.0,233340000.0
Deferred revenue,22000000.0,0.0,0.0,0.0,11365000.0,10947000.0,10899000.0,11143000.0,10619000.0,10944000.0,8510000.0
Tax Liabilities,2700000.0,2300000.0,3113000.0,5175000.0,4275000.0,4699000.0,1938000.0,1165000.0,2504000.0,7645000.0,440000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,713999000.0,369433000.0,354899000.0,430872000.0,386394000.0,398396000.0,244266000.0,233532000.0,234197000.0,231427000.0,240669000.0
Total liabilities,1470969000.0,902068000.0,876695000.0,837483000.0,841493000.0,783688000.0,644010000.0,622797000.0,603896000.0,609812000.0,557470000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9403000.0
Retained earnings (deficit),784885000.0,587252000.0,534329000.0,480044000.0,437357000.0,368754000.0,314519000.0,264110000.0,243990000.0,253477000.0,291246000.0
Total shareholders equity,859578000.0,668916000.0,617092000.0,550035000.0,462165000.0,408727000.0,358738000.0,312402000.0,266767000.0,275810000.0,315212000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,603299000.0,23425000.0,21631000.0,80352000.0,251677000.0,39083000.0,40551000.0,99484000.0,146270000.0,48182000.0,45567000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74381000.0
Other Liabilities,0.0,0.0,0.0,-57228000.0,11365000.0,-15128000.0,10899000.0,11143000.0,10619000.0,10102000.0,217433000.0
