Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,32779000.0,18915000.0,36456000.0,24455000.0,15555000.0,38459000.0,6787000.0,19253000.0,35250000.0
Short-term investments,22074000.0,18108000.0,15248000.0,12421000.0,48744000.0,56239000.0,43313000.0,,
Cash and short-term investments,54853000.0,37023000.0,51704000.0,36876000.0,64299000.0,94698000.0,50100000.0,,
Receivables,5761000.0,3566000.0,2524000.0,2107000.0,1558000.0,1261000.0,1223000.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,60614000.0,40589000.0,54228000.0,38983000.0,65857000.0,95959000.0,51323000.0,,
Property Plant & Equipment Net,29110000.0,15458000.0,16012000.0,13856000.0,13584000.0,13818000.0,12663000.0,9852000.0,9249000.0
Goodwill and Intangible Assets,8529000.0,3629000.0,4029000.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,23371000.0,15872000.0,32866000.0,22747000.0,9299000.0,39660000.0,5410000.0,,
Tax assets,0.0,0.0,0.0,0.0,0.0,816000.0,1927000.0,0.0,0.0
Total non-current assets,1561030000.0,941194000.0,773698000.0,638578000.0,443897000.0,323228000.0,307707000.0,,
Total assets,1621644000.0,981783000.0,827926000.0,677561000.0,509754000.0,419187000.0,359030000.0,283793000.0,292334000.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0,,
Total current liabilities,0.0,0.0,10000000.0,10000000.0,0.0,0.0,0.0,,
Long-term debt,10000000.0,10000000.0,10000000.0,98769000.0,17034000.0,16664000.0,0.0,,
Total debt,10000000.0,10000000.0,20000000.0,108769000.0,17034000.0,16664000.0,0.0,8900000.0,21900000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,1274219000.0,829842000.0,712593000.0,485178000.0,420444000.0,336876000.0,288949000.0,246418000.0,243957000.0
Total non-current liabilities,10361000.0,10607000.0,11161000.0,100062000.0,17034000.0,17480000.0,1927000.0,,
Total liabilities,1441606000.0,859781000.0,746893000.0,602221000.0,443918000.0,356874000.0,299133000.0,257026000.0,267539000.0
Other comprehensive income,182951000,122915000,82074000,75152000,65570000,64077000,58671000,316000.0,-111000.0
Retained earnings (deficit),-1479000.0,-475000.0,-536000.0,78000.0,117000.0,-898000.0,597000.0,26451000.0,24906000.0
Total shareholders equity,180038000.0,122002000.0,81033000.0,75340000.0,65836000.0,62313000.0,59897000.0,26767000.0,24795000.0
Investments,45445000.0,33980000.0,48114000.0,35168000.0,58043000.0,95899000.0,48723000.0,245827000.0,240261000.0
Net Debt,-22779000.0,-8915000.0,-16456000.0,84314000.0,1479000.0,-21795000.0,-6787000.0,,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Other Liabilities,1431245000.0,849174000.0,725732000.0,492159000.0,426884000.0,339394000.0,297206000.0,,
