Date,2017-12,2016-12,2015-12,2014-12,2013-12
Depreciation & Amortization,28000000.0,53000000.0,89000000.0,32000000.0,34000000.0
Stock-based compensation,15000000.0,47000000.0,45000000.0,45000000.0,41000000.0
Operating Cash Flow,785000000.0,1909000000.0,1514000000.0,1026000000.0,1218000000.0
Capital Expenditure,-39000000.0,-26000000.0,-15000000.0,-23000000.0,-50000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,1205000000,-122000000,-188000000,-16000000,-265000000
Investing Cash flow,756000000.0,-3306000000.0,-4437000000.0,-768000000.0,-2237000000.0
Issuance (repayment) of debt,-3096000000.0,-4812000000.0,-6351000000.0,-7798000000.0,-7353000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-2113000000.0,927000000.0,4665000000.0,-701000000.0,428000000.0
Effect of forex changes on cash,-59000000.0,-70000000.0,-267000000.0,75000000.0,-74000000.0
Net cash flow / Change in cash,-631000000.0,-540000000.0,1475000000.0,-368000000.0,-665000000.0
Free Cash Flow,746000000.0,1883000000.0,1499000000.0,1003000000.0,1168000000.0
Net Cash/Marketcap,,,,,
