Date,2009-03,2008-03,2007-03,2006-03,2005-03
Depreciation & Amortization,38000000.0,52000000.0,60000000.0,63000000.0,58000000.0
Stock-based compensation,23000000.0,38000000.0,000000.0,000000.0,000000.0
Operating Cash Flow,1381000000.0,1481000000.0,948000000.0,-933000000.0,-458000000.0
Capital Expenditure,-5000000.0,-33000000.0,-647000000.0,-92000000.0,-43000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-2000000,0,339000000,327000000,-1515000000
Investing Cash flow,199000000.0,33000000.0,89000000.0,1055000000.0,-1524000000.0
Issuance (repayment) of debt,-440000000.0,-641000000.0,-1040000000.0,-3710000000.0,-2926000000.0
Issuance (buybacks) of shares,-0000000.0,-40000000.0,-271000000.0,-649000000.0,-1000000.0
Dividend payments,,,,,
Financing Cash Flow,-802000000.0,-1809000000.0,-203000000.0,-575000000.0,2311000000.0
Effect of forex changes on cash,000000.0,000000.0,000000.0,-1000000.0,-5000000.0
Net cash flow / Change in cash,778000000.0,-296000000.0,835000000.0,-455000000.0,324000000.0
Free Cash Flow,1376000000.0,1447000000.0,301000000.0,-1025000000.0,-502000000.0
Net Cash/Marketcap,,,,,
