Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,365000000.0,365000000.0,1776000000.0,1776000000.0,505000000.0,505000000.0,1870000000.0,1870000000.0,843000000.0,843000000.0,348000000.0,396000000.0,291000000.0
Short-term investments,32000000.0,,130000000.0,,100000000.0,,78000000.0,,25000000.0,,13000000.0,0.0,106000000.0
Cash and short-term investments,397000000.0,,1906000000.0,,605000000.0,,1948000000.0,,868000000.0,,361000000.0,396000000.0,397000000.0
Receivables,513000000.0,513000000.0,386000000.0,386000000.0,402000000.0,402000000.0,270000000.0,270000000.0,420000000.0,420000000.0,108000000.0,6000000.0,230000000.0
Inventories,445000000.0,445000000.0,445000000.0,445000000.0,597000000.0,597000000.0,208000000.0,208000000.0,181000000.0,181000000.0,101000000.0,57000000.0,121000000.0
Total current assets,1524000000.0,10247000000.0,2987000000.0,10066000000.0,1945000000.0,9594000000.0,2674000000.0,8558000000.0,1685000000.0,3606000000.0,1043000000.0,672000000.0,2244000000.0
Property Plant & Equipment Net,8884000000.0,8884000000.0,7121000000.0,7121000000.0,8347000000.0,8347000000.0,3255000000.0,3255000000.0,3315000000.0,3315000000.0,3022000000.0,3334000000.0,6273000000.0
Goodwill and Intangible Assets,772000000.0,811000000,799000000.0,822000000,797000000.0,859000000,0.0,38000000,0.0,68000000,0.0,0.0,141000000.0
Long-term investments,26000000.0,123000000.0,16000000.0,000000.0,18000000.0,190000000.0,2000000.0,000000.0,11000000.0,000000.0,0.0,0.0,0.0
Tax assets,571000000.0,000000.0,427000000.0,000000.0,0.0,000000.0,20000000.0,20000000.0,100000000.0,100000000.0,18000000.0,5000000.0,12000000.0
Total non-current assets,10247000000.0,8821000000.0,10066000000.0,10095000000.0,9594000000.0,7806000000.0,8558000000.0,7528000000.0,3606000000.0,2360000000.0,3492000000.0,3455000000.0,7769000000.0
Total assets,11771000000.0,11771000000.0,13053000000.0,13053000000.0,11539000000.0,11539000000.0,11232000000.0,11232000000.0,5291000000.0,5291000000.0,4535000000.0,4127000000.0,10013000000.0
Payables,367000000.0,367000000.0,332000000.0,332000000.0,292000000.0,292000000.0,216000000.0,216000000.0,329000000.0,329000000.0,112000000.0,15000000.0,134000000.0
Short-term debt,105000000.0,105000000.0,201000000.0,201000000.0,83000000.0,83000000.0,31000000.0,31000000.0,13000000.0,13000000.0,29000000.0,4000000.0,148000000.0
Total current liabilities,1049000000.0,1049000000.0,916000000.0,916000000.0,812000000.0,812000000.0,681000000.0,681000000.0,721000000.0,721000000.0,347000000.0,159000000.0,1565000000.0
Long-term debt,8328000000.0,8328000000.0,8778000000.0,8778000000.0,7206000000.0,7206000000.0,7075000000.0,7075000000.0,1979000000.0,1979000000.0,1386000000.0,584000000.0,4426000000.0
Total debt,8433000000.0,8328000000.0,8979000000.0,8778000000.0,7289000000.0,7206000000.0,7106000000.0,7075000000.0,1992000000.0,1979000000.0,1415000000.0,588000000.0,4574000000.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax Liabilities,64000000.0,7000000.0,3000000.0,5000000.0,3000000.0,29000000.0,4000000.0,000000.0,274000000.0,000000.0,1000000.0,0.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,8481000000.0,8821000000.0,8953000000.0,10095000000.0,7418000000.0,7806000000.0,7312000000.0,7528000000.0,2257000000.0,2360000000.0,1738000000.0,734000000.0,5403000000.0
Total liabilities,9870000000.0,9870000000.0,11011000000.0,11011000000.0,8618000000.0,8618000000.0,8209000000.0,8209000000.0,3081000000.0,3081000000.0,2032000000.0,3015000000.0,7267000000.0
Other comprehensive income,3719000000,32000000.0,3947000000,21000000.0,3587000000,19000000.0,3738000000,20000000.0,2614000000,58000000.0,2598000000,6005000000,5994000000
Retained earnings (deficit),-1851000000.0,-1851000000.0,-1927000000.0,-1927000000.0,-686000000.0,-686000000.0,-736000000.0,-736000000.0,-463000000.0,-463000000.0,-107000000.0,-4841000000.0,-3196000000.0
Total shareholders equity,1901000000.0,1901000000.0,2042000000.0,2042000000.0,2921000000.0,2921000000.0,3023000000.0,3023000000.0,2210000000.0,2210000000.0,2503000000.0,1112000000.0,2746000000.0
Investments,58000000.0,123000000.0,146000000.0,000000.0,118000000.0,190000000.0,80000000.0,000000.0,36000000.0,000000.0,13000000.0,0.0,106000000.0
Net Debt,8068000000.0,8068000000,7203000000.0,7203000000,6784000000.0,6784000000,5236000000.0,5236000000,1149000000.0,1149000000,1067000000.0,192000000.0,4283000000.0
Other Assets,0.0,486000000,0.0,2353000000,0.0,439000000,0.0,5463000000,0.0,256000000,0.0,0.0,0.0
Other Liabilities,340000000.0,783000000,1142000000.0,1484000000,388000000.0,761000000,216000000.0,630000000,103000000.0,511000000,0.0,2122000000.0,299000000.0
