Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Depreciation & Amortization,2253000000.0,1978000000.0,1088000000.0,1114000000.0,891000000.0,562000000.0,546000000.0,510938000.0,0.0,0.0,464604000.0
Stock-based compensation,261000000.0,322000000.0,174000000.0,196000000.0,166000000.0,113000000.0,100000000.0,89045000.0,0.0,0.0,86574000.0
Operating Cash Flow,3330000000.0,2865000000.0,2550000000.0,2559000000.0,1730000000.0,1746000000.0,1717000000.0,1693364000.0,0.0,0.0,1716815000.0
Capital Expenditure,957000000.0,895000000.0,727000000.0,693000000.0,596000000.0,592000000.0,522000000.0,487430000.0,0.0,0.0,-694784000.0
Acquisitions and disposals,-0.0,-15281000000.0,-174000000.0,-0.0,-8414000000.0,-40000000.0,-136000000.0,-103424000.0,-0.0,-0.0,51022000.0
Investment purchases and sales,0.0,0.0,-220000000.0,0.0,0.0,-400000000.0,-450000000.0,-1500000000.0,0.0,0.0,-337388000.0
Investing Cash flow,-741000000.0,-15829000000.0,-883000000.0,-669000000.0,-8318000000.0,-968000000.0,-530000000.0,-894129000.0,0.0,0.0,-1072962000.0
Issuance (repayment) of debt,-4744000000.0,-3996000000.0,-3980000000.0,-752000000.0,-6000000.0,4000000.0,199000000.0,-42346000.0,-0.0,-0.0,740117000.0
Issuance (buybacks) of shares,0.0,0.0,-220000000.0,0.0,0.0,-400000000.0,-450000000.0,-1500000000.0,0.0,0.0,-517603000.0
Dividend payments,-984000000.0,-927000000.0,-677000000.0,-562000000.0,-485000000.0,-421000000.0,-386000000.0,-367611000.0,-0.0,-0.0,-316877000.0
Financing Cash Flow,-3223000000.0,-58000000.0,10977000000.0,-1761000000.0,6190000000.0,-807000000.0,-968000000.0,-370172000.0,0.0,0.0,-79696000.0
Effect of forex changes on cash,-12000000.0,-17000000.0,-6000000.0,-12000000.0,-38000000.0,-20000000.0,-7000000.0,5939000.0,0.0,0.0,-390000.0
Net cash flow / Change in cash,-646000000.0,-13039000000.0,12638000000.0,117000000.0,-436000000.0,-29000000.0,219000000.0,495883000.0,0.0,0.0,563767000.0
Free Cash Flow,2373000000.0,1970000000.0,1823000000.0,1866000000.0,1134000000.0,1154000000.0,1195000000.0,1205934000.0,0.0,0.0,1022031000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033
