Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,20844000000.0,15512000000.0,12960000000.0,15238000000.0,18954000000.0,20021000000.0,18422000000.0,15499000000.0,22151000000.0
Short-term investments,5966000000.0,8313000000.0,11841000000.0,8163000000.0,9222000000.0,8972000000.0,8988000000.0,16148000000.0,6795000000.0
Cash and short-term investments,26810000000.0,23825000000.0,24801000000.0,23401000000.0,28176000000.0,28993000000.0,27410000000.0,31647000000.0,28946000000.0
Receivables,6549000000.0,8164000000.0,9638000000.0,8337000000.0,9078000000.0,8535000000.0,10395000000.0,9949000000.0,16896000000.0
Inventories,9816000000.0,10663000000.0,13788000000.0,13764000000.0,13642000000.0,14039000000.0,14714000000.0,14324000000.0,12125000000.0
Total current assets,75293000000.0,68744000000.0,76203000000.0,78007000000.0,83670000000.0,81501000000.0,69996000000.0,60247000000.0,53053000000.0
Property Plant & Equipment Net,38758000000.0,36253000000.0,35820000000.0,31229000000.0,27743000000.0,25867000000.0,24196000000.0,22957000000.0,21803000000.0
Goodwill and Intangible Assets,0.0,0.0,6259000000.0,5947000000.0,6410000000.0,7228000000.0,8782000000.0,39032000000.0,43660000000.0
Long-term investments,25083000000.0,21208000000.0,20724000000.0,18500000000.0,16006000000.0,14354000000.0,6954000000.0,0.0,9689000000.0
Tax assets,24082000000.0,23544000000.0,35092000000.0,8599000000.0,9760000000.0,10349000000.0,27922000000.0,514000000.0,0.0
Total non-current assets,1.52046e+11,1.43738e+11,1.45487e+11,1.16513e+11,94007000000.0,84843000000.0,79426000000.0,71313000000.0,85845000000.0
Total assets,2.27339e+11,2.12482e+11,2.2169e+11,1.9452e+11,1.77677e+11,1.66344e+11,1.49422e+11,1.44603e+11,138898000000.0
Payables,22297000000.0,23929000000.0,26961000000.0,24062000000.0,22529000000.0,23621000000.0,25166000000.0,24494000000.0,21497000000.0
Short-term debt,935000000.0,2515000000.0,1167000000.0,817000000.0,500000000.0,564000000.0,1748000000.0,1682000000.0,1616000000.0
Total current liabilities,82237000000.0,76890000000.0,85181000000.0,71466000000.0,65701000000.0,62412000000.0,53992000000.0,48932000000.0,47157000000.0
Long-term debt,13028000000.0,10987000000.0,9585000000.0,7948000000.0,8910000000.0,6573000000.0,3424000000.0,3613000000.0,9974000000.0
Total debt,13963000000.0,13502000000.0,10752000000.0,8765000000.0,9410000000.0,7137000000.0,5172000000.0,5295000000.0,11590000000.0
Deferred revenue,3504000000.0,3400000000.0,2755000000.0,2227000000.0,1622000000.0,1276000000.0,1326000000.0,1128000000.0,0.0
Tax Liabilities,1341000000.0,1557000000.0,1222000000.0,1385000000.0,1877000000.0,2530000000.0,2745000000.0,782000000.0,0.0
Deposit Liabilities,405000000.0,2113000000.0,1900000000.0,1300000000.0,6089000000.0,4713000000.0,0.0,0.0,0.0
Total non-current liabilities,1.02325e+11,99392000000.0,92434000000.0,82731000000.0,75952000000.0,60758000000.0,58430000000.0,47860000000.0,54582000000.0
Total liabilities,1.88479e+11,1.77481e+11,1.77854e+11,1.54649e+11,1.4222e+11,1.23737e+11,1.13178e+11,1.06483e+11,101739000000.0
Other comprehensive income,25563000000,25371000000,26983000000,27607000000,28937000000,31889000000,34225000000,36782000000,1251000000.0
Retained earnings (deficit),22322000000.0,17627000000.0,26168000000.0,20285000000.0,14577000000.0,13816000000.0,10057000000.0,7183000000.0,266000000.0
Total shareholders equity,38860000000.0,35001000000.0,43836000000.0,39871000000.0,35457000000.0,42607000000.0,36244000000.0,38120000000.0,36180000000.0
Investments,31049000000.0,29521000000.0,32565000000.0,26663000000.0,25228000000.0,23326000000.0,15942000000.0,16148000000.0,16484000000.0
Net Debt,-6881000000.0,-2010000000.0,-2208000000.0,-6473000000.0,-9544000000.0,-12884000000.0,-13250000000.0,-10204000000.0,-17356000000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13043000000.0,-4914000000.0
Other Liabilities,3917000000.0,1199000000.0,239000000.0,452000000.0,567000000.0,567000000.0,756000000.0,9691000000.0,24044000000.0
