Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-30,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,507157000.0,541391000.0,666024000.0,171541000.0,123147000.0,247790000.0,187485000.0,390855000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,507157000.0,541391000.0,666024000.0,171541000.0,123147000.0,247790000.0,187485000.0,390855000.0
Receivables,271393000.0,221223000.0,203036000.0,232775000.0,220458000.0,236347000.0,282214000.0,314533000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,847659000.0,819476000.0,924968000.0,440100000.0,455865000.0,561836000.0,603186000.0,774380000.0
Property Plant & Equipment Net,5511702000.0,5923619000.0,6185842000.0,5988317000.0,5880264000.0,5805540000.0,6355192000.0,6142731000.0
Goodwill and Intangible Assets,5384630000.0,5423111000.0,5465365000.0,5513857000.0,9739472000.0,9807702000.0,9890014000.0,9981795000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,76315000.0,44475000.0,94779000.0,26058000.0
Total non-current assets,11393854000.0,11790560000.0,12017041000.0,11813490000.0,15870569000.0,16027834000.0,16662660000.0,16582233000.0
Total assets,12241513000.0,12610036000.0,12942009000.0,12253590000.0,16326434000.0,16589670000.0,17265846000.0,17356613000.0
Payables,108101000.0,116396000.0,215987000.0,164381000.0,151793000.0,145186000.0,178961000.0,192700000.0
Short-term debt,0.0,96572000.0,0.0,0.0,49000000.0,24418000.0,57466000.0,165764000.0
Total current liabilities,660212000.0,740326000.0,733663000.0,564442000.0,627064000.0,573577000.0,838329000.0,931702000.0
Long-term debt,14028352000.0,14112086000.0,14198084000.0,14611379000.0,14619221000.0,15262996000.0,15846728000.0,15837641000.0
Total debt,14028352000.0,14208658000.0,14198084000.0,14611379000.0,14668221000.0,15287414000.0,15904194000.0,16003405000.0
Deferred revenue,0.0,944456000.0,1064428000.0,1119021000.0,1084719000.0,972424000.0,918227000.0,789022000.0
Tax Liabilities,88167000.0,60441000.0,185178000.0,172544000.0,220654000.0,212164000.0,296039000.0,276938000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,15678306000.0,15677580000.0,15842491000.0,16338713000.0,16475638000.0,16991446000.0,17785277000.0,17623796000.0
Total liabilities,16338518000.0,16417906000.0,16576154000.0,16903155000.0,17102702000.0,17565023000.0,18623606000.0,18555498000.0
Other comprehensive income,-43430000.0,-87774000.0,-76305000.0,-78439000.0,-112527000.0,-60393000.0,-118428000.0,-111528000.0
Retained earnings (deficit),-6606426000.0,-5894659000.0,-5715931000.0,-6706128000.0,-2782741000.0,-3015273000.0,-2759593000.0,-2608456000.0
Total shareholders equity,-4097005000.0,-3807870000.0,-3634145000.0,-4649565000.0,-776268000.0,-975353000.0,-1357760000.0,-1249811000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,,,,,,,,
Other Assets,-39550000.0,,,,,,,
Other Liabilities,552111000.0,527358000.0,517676000.0,400061000.0,426271000.0,403973000.0,601902000.0,573238000.0
