Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Cash and cash equivalents,6160691.0,532502.0,557791.0,471213.0,603915.0,509755.0,2867171.0,1984099.0,0.0,5597258.0,639908.0
Short-term investments,2256639.0,0.0,544924.0,0.0,4210764.0,1650563.0,425198.0,0.0,0.0,0.0,0.0
Cash and short-term investments,8417330.0,532502.0,1102715.0,471213.0,4814679.0,2160318.0,3292369.0,1984099.0,0.0,5597258.0,639908.0
Receivables,4377646.0,7101629.0,7585485.0,5287229.0,7895591.0,16227469.0,13720761.0,8349865.0,0.0,9063002.0,7747557.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,14477455.0,8246176.0,9989375.0,6572253.0,13784184.0,19368611.0,17805179.0,11622845.0,0.0,17358685.0,97541782.0
Property Plant & Equipment Net,111724911.0,198284401.0,196584358.0,191405651.0,222792090.0,225084293.0,127918127.0,121617055.0,0.0,86218548.0,96087214.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,205076.0,219109.0,170486.0,157322.0,2248999.0,1936421.0,1574642.0,1034870.0,0.0,754208.0,682391.0
Tax assets,1505442.0,33165.0,489945.0,310900.0,345897.0,600100.0,127100.0,121900.0,0.0,1458719.0,3323745.0
Total non-current assets,112167492.0,198503510.0,196754844.0,191562973.0,225041089.0,227271993.0,130033251.0,123563885.0,0.0,87766154.0,36856131.0
Total assets,126644947.0,206749686.0,206744219.0,198135226.0,238825273.0,246640604.0,147838430.0,135186730.0,0.0,105124839.0,108549632.0
Payables,665160.0,881130.0,1847230.0,2351623.0,2028746.0,7034773.0,8409634.0,6447692.0,0.0,5062806.0,4810687.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14874985.0,0.0,0.0,0.0
Total current liabilities,3098626.0,5737126.0,3538019.0,4473793.0,4876747.0,9449574.0,10300591.0,7627742.0,0.0,7259824.0,7571158.0
Long-term debt,35425000.0,51000000.0,52222000.0,44500000.0,65000000.0,78000000.0,8262256.0,14874985.0,0.0,0.0,10384722.0
Total debt,35425000.0,51000000.0,52222000.0,44500000.0,65000000.0,78000000.0,8262256.0,29749970.0,0.0,0.0,10384722.0
Deferred revenue,396954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,523843.0,751992.0,0.0,0.0,22906750.0,25098220.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,41401007.0,69088007.0,83273007.0,75486907.0,104118907.0,115363907.0,39489163.0,41583892.0,0.0,24283019.0,36856131.0
Total liabilities,47335414.0,77984481.0,90036680.0,82943407.0,111820598.0,127451951.0,52182944.0,51334584.0,0.0,31542843.0,44427289.0
Other comprehensive income,0.0,3216758,3096385,2428597,1277264,113527,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),81848301.0,125266945.0,113330216.0,112482284.0,125446473.0,118794188.0,96454449.0,84821395.0,0.0,73599733.0,64507547.0
Total shareholders equity,79309533.0,128765205.0,116707539.0,115191819.0,127004675.0,119188653.0,95655486.0,83852146.0,0.0,73581996.0,64122343.0
Investments,2461715.0,219109.0,715410.0,157322.0,6459763.0,3586984.0,1999840.0,1034870.0,0.0,754208.0,682391.0
Net Debt,29264309.0,50467498.0,51664209.0,44028787.0,64396085.0,77490245.0,5395085.0,27765871.0,0.0,-5597258.0,9744814.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2698425.0,2620385.0
Other Liabilities,2835781.0,3159348.0,3225654.0,2982707.0,2824944.0,2638470.0,2393190.0,2122950.0,0.0,2197018.0,2760471.0
