Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,129085185.1852,262140612.7258,371465029.7619,186919016.6305,150749569.7074
Short-term investments,7407407.4074,0.0,1562500.0,144613.1598,0.0
Cash and short-term investments,136492592.5926,262140612.7258,373027529.7619,187063629.7903,150749569.7074
Receivables,9126666.6667,6586802.828,6261904.7619,4514822.8489,483648.8812
Inventories,0.0,7744697.5648,0.0,0.0,0.0
Total current assets,146371111.1111,277245090.3378,380014136.9048,191945770.0651,151504302.926
Property Plant & Equipment Net,70371851.8519,80268656.7164,74433035.7143,395151120.752,2185025.8176
Goodwill and Intangible Assets,82373333.3333,87355852.3174,82741071.4286,80407809.1106,0.0
Long-term investments,307047407.4074,292667714.0613,142344494.0476,108095444.6855,68626506.0241
Tax assets,0.0,0.0,5936011.9048,6347071.5835,10012048.1928
Total non-current assets,1508922222.2222,1699457973.2914,673783482.1429,590001446.1316,80823580.0344
Total assets,1655293333.3333,1976703063.6292,1053797619.0476,781947216.1967,232327882.9604
Payables,8690370.3704,12026708.5625,5534226.1905,8292841.6486,2570567.9862
Short-term debt,0.0,0.0,0.0,0.0,0.0
Total current liabilities,17040740.7407,22648860.9584,11798363.0952,11942154.7361,4228055.0775
Long-term debt,261310370.3704,364735271.0134,34062500.0,0.0,0.0
Total debt,261310370.3704,364735271.0134,34062500.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,64649629.6296,99577376.2765,95186011.9048,85875632.6826,1239242.685
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,325960000.0,465912018.8531,138499255.9524,92319595.0832,1571428.5714
Total liabilities,343000740.7407,488560879.8115,150297619.0476,104261749.8192,5799483.6489
Other comprehensive income,17406666.6667,-2260801.2569,5831845.2381,-29792480.1157,4775387.2633
Retained earnings (deficit),51260740.7407,159075412.4116,186239583.3333,147360809.8337,161170395.8692
Total shareholders equity,1312292592.5926,1488142183.8178,902110863.0952,676673897.3247,226528399.3115
Investments,314454814.8148,292667714.0613,143906994.0476,108240057.8453,68626506.0241
Net Debt,124887889.7123,,,,
Other Assets,-633566.9855,,,,
Other Liabilities,8350370.3703,10622152.3959,6264136.9047,3649313.0875,1657487.0913
