Date,1994-12,1993-12,1992-12,1991-12,1990-12
Depreciation & Amortization,9000000.0,245000000.0,14000000.0,15000000.0,51000000.0
Stock-based compensation,,,,,
Operating Cash Flow,30000000.0,10000000.0,-10000000.0,33000000.0,17000000.0
Capital Expenditure,-7000000.0,-6000000.0,-3000000.0,-5000000.0,-27000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,0,0,0,15000000,0
Investing Cash flow,-14000000.0,-15000000.0,-1000000.0,8000000.0,-50000000.0
Issuance (repayment) of debt,,,,,
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-12000000.0,3000000.0,2000000.0,-41000000.0,18000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,5000000.0,-2000000.0,-9000000.0,0000000.0,-14000000.0
Free Cash Flow,23000000.0,4000000.0,-12000000.0,28000000.0,-10000000.0
Net Cash/Marketcap,,,,,
