Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,120408000.0,,113534000.0,,120493000.0,,100914000.0,,68253000.0,,95855000.0,94309000.0
Short-term investments,427617000.0,,484352000.0,,585813000.0,,630116000.0,,613585000.0,,573928000.0,598694000.0
Cash and short-term investments,548025000.0,,597886000.0,,706306000.0,,731030000.0,,681838000.0,,669783000.0,693003000.0
Receivables,3100000.0,,2800000.0,,2900000.0,,3100000.0,,3400000.0,,6100000.0,0.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,551125000.0,,600686000.0,,709206000.0,,734130000.0,,685238000.0,,675883000.0,693003000.0
Property Plant & Equipment Net,30928000.0,,31900000.0,,33112000.0,,34933000.0,,36273000.0,,36183000.0,38770000.0
Goodwill and Intangible Assets,0.0,0,0.0,0,0.0,0,449000.0,0,854000.0,0,1394000.0,2409000.0
Long-term investments,58154000.0,,62696000.0,,74758000.0,,67152000.0,,41749000.0,,27973000.0,27461000.0
Tax assets,8775000.0,,15168000.0,,12719000.0,,13224000.0,,21510000.0,,15607000.0,0.0
Total non-current assets,1122747000.0,,1070344000.0,,1066744000.0,,1048476000.0,,1124317000.0,,1131349000.0,1190587000.0
Total assets,1673872000.0,1674000000.0,1671030000.0,1671000000.0,1775950000.0,1776000000.0,1782606000.0,1783000000.0,1809555000.0,1810000000.0,1807232000.0,1883590000.0
Payables,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Short-term debt,33506000.0,,33506000.0,,48970000.0,,48970000.0,,48970000.0,,48970000.0,48970000.0
Total current liabilities,33506000.0,,33506000.0,,48970000.0,,48970000.0,,49036000.0,,49124000.0,48970000.0
Long-term debt,36985000.0,37000000.0,53437000.0,34000000.0,169250000.0,49000000.0,168694000.0,49000000.0,176850000.0,49000000.0,178267000.0,0.0
Total debt,70491000.0,37000000.0,86943000.0,34000000.0,218220000.0,49000000.0,217664000.0,49000000.0,225820000.0,49000000.0,227237000.0,48970000.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax Liabilities,0.0,,0.0,,0.0,,0.0,,66000.0,,154000.0,0.0
Deposit Liabilities,1379903000.0,,1369907000.0,,1368994000.0,,1387161000.0,,1410215000.0,,1410810000.0,1435065000.0
Total non-current liabilities,38160000.0,,55523000.0,,173196000.0,,173893000.0,,179451000.0,,186102000.0,0.0
Total liabilities,1480519000.0,1481000000.0,1486964000.0,1487000000.0,1600252000.0,1600000000.0,1609677000.0,1610000000.0,1639500000.0,1640000000.0,1639211000.0,1726533000.0
Other comprehensive income,52201000,-4000000.0,51885000,-3000000.0,51608000,3000000.0,61344000,5000000.0,81090000,-3000000.0,80471000,79963000
Retained earnings (deficit),143778000.0,144000000.0,134650000.0,135000000.0,120371000.0,120000000.0,105774000.0,106000000.0,91242000.0,91000000.0,79747000.0,69520000.0
Total shareholders equity,193353000.0,193000000.0,184066000.0,184000000.0,175698000.0,176000000.0,172929000.0,173000000.0,170055000.0,170000000.0,168021000.0,157057000.0
Investments,485771000.0,,547048000.0,,660571000.0,,697268000.0,,655334000.0,,601901000.0,626155000.0
Net Debt,-49917000.0,37000000,-26591000.0,34000000,97727000.0,49000000,116750000.0,49000000,157567000.0,49000000,131382000.0,-45339000.0
Other Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Other Liabilities,1408853000.0,0,1397935000.0,0,1378086000.0,0,1386814000.0,0,1411013000.0,0,1403985000.0,1677563000.0
