Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,69973000.0,50423000.0,51920000.0,28747000.0,32114000.0,22485000.0,30573000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,69973000.0,50423000.0,51920000.0,28747000.0,32114000.0,22485000.0,30573000.0
Receivables,100323000.0,83328000.0,77803000.0,73715000.0,75810000.0,68434000.0,78621000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,216193000.0,168706000.0,158265000.0,134723000.0,134606000.0,116413000.0,129973000.0
Property Plant & Equipment Net,36763000.0,37924000.0,38930000.0,34128000.0,29535000.0,33240000.0,36737000.0
Goodwill and Intangible Assets,653913000.0,678536000.0,670105000.0,680192000.0,703421000.0,740899000.0,775477000.0
Long-term investments,1700000.0,0.0,0.0,0.0,0.0,0.0,11080000.0
Tax assets,1917000.0,1551000.0,805000.0,1685000.0,399000.0,2537000.0,1434000.0
Total non-current assets,711099000.0,734082000.0,727397000.0,735379000.0,755629000.0,802940000.0,847772000.0
Total assets,927292000.0,902788000.0,885662000.0,870102000.0,890235000.0,919353000.0,977745000.0
Payables,47272000.0,41135000.0,40845000.0,21216000.0,22879000.0,18630000.0,24482000.0
Short-term debt,14250000.0,46487000.0,19789000.0,22750000.0,19000000.0,19000000.0,33047000.0
Total current liabilities,136705000.0,147216000.0,129163000.0,102501000.0,104511000.0,121798000.0,96895000.0
Long-term debt,524056000.0,557251000.0,599667000.0,625745000.0,647579000.0,665680000.0,730709000.0
Total debt,538306000.0,603738000.0,619456000.0,648495000.0,666579000.0,684680000.0,763756000.0
Deferred revenue,11527000.0,7737000.0,4531000.0,2877000.0,9825000.0,5595000.0,1166000.0
Tax Liabilities,6650000.0,1406000.0,1755000.0,1350000.0,1956000.0,259000.0,28205000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,574981000.0,607596000.0,648324000.0,669387000.0,666151000.0,686225000.0,758395000.0
Total liabilities,715833000.0,758676000.0,780986000.0,771888000.0,770662000.0,808023000.0,855290000.0
Other comprehensive income,5783000,5350000,0.0,9718000,59740000,80718000,-842000.0
Retained earnings (deficit),228742000.0,148887000.0,116341000.0,95328000.0,65576000.0,29403000.0,70414000.0
Total shareholders equity,211459000.0,144112000.0,104676000.0,98214000.0,119573000.0,111330000.0,122455000.0
Investments,1700000.0,0.0,0.0,0.0,0.0,0.0,11080000.0
Net Debt,468333000.0,553315000.0,567536000.0,619748000.0,634465000.0,662195000.0,733183000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,20779000.0
Other Liabilities,4147000.0,3864000.0,3499000.0,0.0,0.0,0.0,39366000.0
