Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,59978000.0,102754000.0,60765000.0,8578000.0
Short-term investments,45541000.0,42908000.0,0.0,0.0
Cash and short-term investments,105519000.0,145662000.0,60765000.0,8578000.0
Receivables,41107000.0,31699000.0,17812000.0,15699000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,162515000.0,183461000.0,82883000.0,29620000.0
Property Plant & Equipment Net,4650000.0,2796000.0,2923000.0,3620000.0
Goodwill and Intangible Assets,48382000.0,31328000.0,9676000.0,20136000.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,83000.0,0.0,0.0,0.0
Total non-current assets,99665000.0,52952000.0,25439000.0,23889000.0
Total assets,262180000.0,236413000.0,108322000.0,53509000.0
Payables,2719000.0,2446000.0,2434000.0,3521000.0
Short-term debt,427000.0,808000.0,548000.0,2848000.0
Total current liabilities,120047000.0,86962000.0,63783000.0,53619000.0
Long-term debt,94097000.0,89481000.0,5000000.0,14122000.0
Total debt,94524000.0,90289000.0,5548000.0,16970000.0
Deferred revenue,92738000.0,70090000.0,51388000.0,40467000.0
Tax Liabilities,469000.0,326000.0,250000.0,345000.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,99975000.0,93460000.0,7187000.0,15941000.0
Total liabilities,220022000.0,180422000.0,65970000.0,69560000.0
Other comprehensive income,194866000,164995000,132246000,-13000.0
Retained earnings (deficit),-147670000.0,-109252000.0,-89618000.0,-78332000.0
Total shareholders equity,42158000.0,55991000.0,42352000.0,-16051000.0
Investments,45541000.0,42908000.0,0.0,0.0
Net Debt,34546000.0,-12465000.0,-55217000.0,8392000.0
Other Assets,0.0,0.0,0.0,5343000.0
Other Liabilities,0.0,0.0,0.0,47250000.0
