Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,67625000.0,5637000.0,28693985.0,3074072.0,15674492.0
Short-term investments,22481000.0,46340000.0,32313713.0,0.0,0.0
Cash and short-term investments,67625000.0,5637000.0,28693985.0,3074072.0,15674492.0
Receivables,337460000.0,243746000.0,20602962.0,43441633.0,84145872.0
Inventories,21302000.0,17814000.0,4355088.0,4755661.0,4220401.0
Total current assets,449556000.0,314423000.0,86357347.0,56140838.0,114213889.0
Property Plant & Equipment Net,436699000.0,351017000.0,221247228.0,273026665.0,334150453.0
Goodwill and Intangible Assets,109001000.0,115939000.0,107609977.0,116680977.0,126127266.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,6739000.0,6111563.0,0.0,0.0
Total non-current assets,623535000.0,552820000.0,334196488.0,394844732.0,466500987.0
Total assets,1073091000.0,867243000.0,420553835.0,450985570.0,580714876.0
Payables,68843000.0,141306000.0,18480325.0,23044307.0,54733854.0
Short-term debt,3190000.0,2015000.0,0.0,0.0,0.0
Total current liabilities,233823000.0,219988000.0,29339480.0,30790175.0,71108086.0
Long-term debt,0.0,99900000.0,0.0,95000000.0,146041013.0
Total debt,3190000.0,101915000.0,0.0,95000000.0,146041013.0
Deferred revenue,4300000.0,15210000.0,0.0,0.0,0.0
Tax Liabilities,104958000.0,36409000.0,28156.0,1487871.0,7495215.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,82052000.0,137336000.0,50172675.0,97032133.0,154396584.0
Total liabilities,319039000.0,359447000.0,79512155.0,127822308.0,225504670.0
Other comprehensive income,530919000,508010000,400205921,-5926968.0,-1112149.0
Retained earnings (deficit),226765000.0,2001000.0,-56322878.0,0.0,
Total shareholders equity,754052000.0,507796000.0,341041680.0,323163262.0,355210206.0
Investments,22481000.0,46340000.0,32313713.0,0.0,0.0
Net Debt,-64435000.0,96278000.0,-28693985.0,91925928.0,130366521.0
Other Assets,0.0,0.0,0.0,4869472.0,10173124.0
Other Liabilities,3164000.0,2123000.0,0.0,7745868.0,16374232.0
