Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,41694000.0,19418000.0,7639000.0
Stock-based compensation,30231000.0,8600000.0,8531000.0
Operating Cash Flow,7162000.0,29821000.0,2785000.0
Capital Expenditure,5418000.0,-8678000.0,-8466000.0
Acquisitions and disposals,12611000.0,-131974000.0,-1693000.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-39000.0,-140652000.0,-10159000.0
Issuance (repayment) of debt,-111071000.0,21553000.0,-578000.0
Issuance (buybacks) of shares,0.0,1767000.0,2903000.0
Dividend payments,-0.0,0.0,0.0
Financing Cash Flow,240056000.0,159514000.0,2325000.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,247179000.0,48683000.0,-5049000.0
Free Cash Flow,1744000.0,21143000.0,-5681000.0
Net Cash/Marketcap,0.0,0.0594,0.0594
