Date,2018-09-30,2018-09,2017-09-30,2017-09,2016-09-30,2016-09,2015-09-30,2015-09,2014-09-30,2014-09,2013-09-30,2012-09-30,2011-09-30,2010-09-30
Cash and cash equivalents,738000000.0,738000000.0,703000000.0,703000000.0,340000000.0,340000000.0,252000000.0,252000000.0,323000000.0,323000000.0,391000000.0,335000000.0,530000000.0,435000000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,42000000.0,37000000.0,0.0
Cash and short-term investments,738000000.0,,703000000.0,,340000000.0,,252000000.0,,323000000.0,,391000000.0,377000000.0,567000000.0,435000000.0
Receivables,2109000000.0,1513000000.0,1426000000.0,965000000.0,1094000000.0,655000000.0,1038000000.0,635000000.0,1033000000.0,548000000.0,1058000000.0,971000000.0,969000000.0,1024000000.0
Inventories,0.0,2649000000.0,0.0,2451000000.0,0.0,1939000000.0,0.0,1824000000.0,0.0,1709000000.0,0.0,0.0,0.0,0.0
Total current assets,5778000000.0,13248000000.0,4760000000.0,13237000000.0,3490000000.0,4217000000.0,3233000000.0,4156000000.0,3204000000.0,3859000000.0,3094000000.0,2787000000.0,2889000000.0,2689000000.0
Property Plant & Equipment Net,1429000000.0,1429000000.0,1398000000.0,1398000000.0,1035000000.0,1035000000.0,964000000.0,964000000.0,919000000.0,919000000.0,773000000.0,773000000.0,754000000.0,707000000.0
Goodwill and Intangible Assets,9645000000.0,11299000000,9762000000.0,11287000000,2586000000.0,2586000000,2607000000.0,2607000000,2551000000.0,2551000000,1067000000.0,1071000000.0,1088000000.0,0.0
Long-term investments,0.0,5000000.0,0.0,7000000.0,0.0,10000000.0,0.0,13000000.0,0.0,8000000.0,0.0,0.0,0.0,0.0
Tax assets,16000000.0,000000.0,21000000.0,000000.0,219000000.0,000000.0,241000000.0,84000000.0,101000000.0,000000.0,245000000.0,455000000.0,448000000.0,129000000.0
Total non-current assets,13248000000.0,7233000000.0,13237000000.0,8885000000.0,4217000000.0,3283000000.0,4156000000.0,3370000000.0,3859000000.0,2981000000.0,2306000000.0,2527000000.0,2500000000.0,0.0
Total assets,19026000000.0,19026000000.0,17997000000.0,17997000000.0,7707000000.0,7707000000.0,7389000000.0,7389000000.0,7063000000.0,7063000000.0,5400000000.0,5314000000.0,5389000000.0,2689000000.0
Payables,821000000.0,821000000.0,927000000.0,927000000.0,527000000.0,527000000.0,487000000.0,487000000.0,535000000.0,535000000.0,463000000.0,475000000.0,485000000.0,420000000.0
Short-term debt,2248000000.0,2248000000.0,479000000.0,479000000.0,740000000.0,740000000.0,448000000.0,448000000.0,504000000.0,504000000.0,436000000.0,108000000.0,0.0,24000000.0
Total current liabilities,4686000000.0,4686000000.0,3069000000.0,3069000000.0,2346000000.0,2346000000.0,2144000000.0,2144000000.0,2198000000.0,2198000000.0,1981000000.0,1440000000.0,1495000000.0,1452000000.0
Long-term debt,5681000000.0,5681000000.0,6676000000.0,6676000000.0,1382000000.0,1382000000.0,1680000000.0,1680000000.0,1663000000.0,1663000000.0,563000000.0,779000000.0,528000000.0,24000000.0
Total debt,7929000000.0,5681000000.0,7155000000.0,6676000000.0,2122000000.0,1382000000.0,2128000000.0,1680000000.0,2167000000.0,1663000000.0,999000000.0,887000000.0,528000000.0,48000000.0
Deferred revenue,377000000.0,377000000.0,361000000.0,361000000.0,283000000.0,283000000.0,365000000.0,365000000.0,359000000.0,359000000.0,324000000.0,288000000.0,269000000.0,324000000.0
Tax Liabilities,214000000.0,346000000.0,201000000.0,331000000.0,45000000.0,000000.0,39000000.0,000000.0,48000000.0,000000.0,47000000.0,42000000.0,29000000.0,8000000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Total non-current liabilities,6701000000.0,7233000000.0,7670000000.0,8885000000.0,1618000000.0,3283000000.0,1983000000.0,3370000000.0,1889000000.0,2981000000.0,737000000.0,975000000.0,839000000.0,153000000.0
Total liabilities,11919000000.0,11919000000.0,11954000000.0,11954000000.0,5629000000.0,5629000000.0,5514000000.0,5514000000.0,5179000000.0,5179000000.0,3782000000.0,4055000000.0,3866000000.0,1207000000.0
Other comprehensive income,3922000000,-1471000000.0,3778000000,-1575000000.0,648000000,-1898000000.0,0.0,-1699000000.0,0.0,-1366000000.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),4654000000.0,4654000000.0,3838000000.0,3838000000.0,3327000000.0,3327000000.0,5124000000.0,5124000000.0,4605000000.0,4605000000.0,4163000000.0,3708000000.0,3288000000.0,2816000000.0
Total shareholders equity,7107000000.0,7107000000.0,6043000000.0,6043000000.0,2078000000.0,2078000000.0,1875000000.0,1875000000.0,1884000000.0,1884000000.0,1618000000.0,1259000000.0,1523000000.0,1482000000.0
Investments,0.0,5000000.0,0.0,7000000.0,0.0,10000000.0,0.0,13000000.0,0.0,8000000.0,0.0,42000000.0,37000000.0,0.0
Net Debt,7191000000.0,7191000000,6452000000.0,6452000000,1782000000.0,1782000000,1876000000.0,1876000000,1844000000.0,1844000000,608000000.0,552000000.0,-2000000.0,-387000000.0
Other Assets,0.0,1377000000,0.0,1165000000,0.0,923000000,0.0,844000000,0.0,895000000,0.0,0.0,0.0,0.0
Other Liabilities,532000000.0,1440000000,1215000000.0,1492000000,1665000000.0,698000000,1387000000.0,658000000,1092000000.0,711000000,1064000000.0,1640000000.0,1532000000.0,-398000000.0
