Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,99601000.0,59400000.0,68055000.0,381703000.0,43209000.0,8356000.0
Short-term investments,0.0,0.0,17630000.0,0.0,,
Cash and short-term investments,99601000.0,59400000.0,85685000.0,381703000.0,,
Receivables,18623000.0,9244000.0,9717000.0,82521000.0,9588000.0,2632000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,118224000.0,68644000.0,95402000.0,464224000.0,,
Property Plant & Equipment Net,708853000.0,489949000.0,352181000.0,299678000.0,736760000.0,107020000.0
Goodwill and Intangible Assets,155113000.0,156627000.0,155538000.0,160713000.0,168753000.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,,
Tax assets,17594000.0,12553000.0,11447000.0,7965000.0,0.0,0.0
Total non-current assets,2520554000.0,1887162000.0,1451910000.0,1185417000.0,,
Total assets,2638778000.0,1955806000.0,1547312000.0,1649641000.0,1404740000.0,278647000.0
Payables,112188000.0,68226000.0,38239000.0,34995000.0,43174000.0,5005000.0
Short-term debt,71678000.0,1406528000.0,8078000.0,24791000.0,,
Total current liabilities,183866000.0,1474754000.0,46317000.0,59786000.0,,
Long-term debt,1237347000.0,703264000.0,259512000.0,271057000.0,,
Total debt,1309025000.0,2109792000.0,267590000.0,295848000.0,592867000.0,73388000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,49197000.0,4233000.0
Total non-current liabilities,1238870000.0,703815000.0,259881000.0,271449000.0,,
Total liabilities,2637938000.0,920731000.0,381632000.0,358955000.0,691243000.0,82763000.0
Other comprehensive income,32817000,1073016000,1196625000,1308601000,214000.0,328000.0
Retained earnings (deficit),-32817000.0,-38699000.0,-38833000.0,-18769000.0,0.0,
Total shareholders equity,840000.0,1035075000.0,1165680000.0,1290686000.0,614432000.0,192429000.0
Investments,0.0,0.0,17630000.0,0.0,422382000.0,147514000.0
Net Debt,1209424000.0,2050392000.0,199535000.0,-85855000.0,,
Other Assets,0.0,0.0,0.0,0.0,,
Other Liabilities,1215202000.0,0.0,75434000.0,27720000.0,,
