Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,25134000.0,3486000.0,873000.0
Stock-based compensation,,,
Operating Cash Flow,173431000.0,8000.0,0.0
Capital Expenditure,-164876000.0,0.0,0.0
Acquisitions and disposals,,,
Investment purchases and sales,,,
Investing Cash flow,-164876000.0,0.0,0.0
Issuance (repayment) of debt,,,
Issuance (buybacks) of shares,,,
Dividend payments,,,
Financing Cash Flow,0.0,0.0,0.0
Effect of forex changes on cash,,,
Net cash flow / Change in cash,8555000.0,8000.0,0.0
Free Cash Flow,,,
Net Cash/Marketcap,0.0035,0.0035,0.0035
