Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,7754927.0,4901557.0,2343415.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,7754927.0,4901557.0,2343415.0
Receivables,8545606.0,4944108.0,1415224.0
Inventories,566947.0,452191.0,268120.0
Total current assets,14465269.0,7620376.0,2819911.0
Property Plant & Equipment Net,110637462.0,81979636.0,64439364.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,113242492.0,89832300.0,83869884.0
Total assets,127707761.0,97452676.0,86689795.0
Payables,690653.0,346968.0,25534168.0
Short-term debt,6930655.0,7967267.0,1269805.0
Total current liabilities,8983748.0,9641000.0,2124590.0
Long-term debt,56428100.0,30364035.0,28243478.0
Total debt,63358755.0,38331302.0,29513283.0
Deferred revenue,196231.0,289738.0,80546.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,56428100.0,54949553.0,53468308.0
Total liabilities,65411848.0,64590553.0,55592898.0
Other comprehensive income,0.0,0.0,0.0
Retained earnings (deficit),-9102266.0,-9656772.0,-10506473.0
Total shareholders equity,43538555.0,32862123.0,31096897.0
Investments,0.0,0.0,0.0
Net Debt,55603828.0,,
Other Assets,-2402480.0,,
Other Liabilities,1362440.0,1326765.0,-24679383.0
