Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,41465362.3188,24536614.105,5319000.0
Short-term investments,0.0,0.0,326000.0
Cash and short-term investments,41465362.3188,24536614.105,5645000.0
Receivables,590115.942,551169.6413,5392000.0
Inventories,0.0,0.0,0.0
Total current assets,42988608.6957,26519216.7735,24596000.0
Property Plant & Equipment Net,1939275.3623,1329319.0088,2985000.0
Goodwill and Intangible Assets,147012463.7681,182077837.4632,
Long-term investments,0.0,0.0,
Tax assets,1334695.6522,965985.0979,
Total non-current assets,150334318.8406,184373141.5699,
Total assets,193322927.5362,210892358.3434,204692000.0
Payables,9707884.058,10076295.2695,1417000.0
Short-term debt,17882956.5217,11684508.7506,
Total current liabilities,58666130.4348,48345538.035,28773000.0
Long-term debt,75415826.087,106792237.0473,77424000.0
Total debt,93298782.6087,118476745.798,
Deferred revenue,0.0,0.0,
Tax Liabilities,16750173.913,22618367.7006,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,91128971.0145,128666245.0182,
Total liabilities,149795101.4493,177011783.0532,126142000.0
Other comprehensive income,-970391.3043,-1601212.9614,
Retained earnings (deficit),18883782.6087,-53132299.4282,-1431000.0
Total shareholders equity,43101028.9855,33501542.1937,78338000.0
Investments,0.0,0.0,
Net Debt,,,
Other Assets,,,
Other Liabilities,31075289.8551,26584734.0149,
