Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,122475000.0,173374000.0,117554000.0,160172000.0
Short-term investments,48942000.0,420258000.0,1071836000.0,359109000.0
Cash and short-term investments,171417000.0,593632000.0,1189390000.0,519281000.0
Receivables,451605000.0,210471000.0,259986000.0,284452000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,1757054000.0,825097000.0,1482745000.0,826919000.0
Property Plant & Equipment Net,78805000.0,64822000.0,56450000.0,25792000.0
Goodwill and Intangible Assets,551090000.0,502453000.0,443158000.0,420132000.0
Long-term investments,61732000.0,602175000.0,523975000.0,355645000.0
Tax assets,180205000.0,0.0,0.0,0.0
Total non-current assets,1697103000.0,1447910000.0,1051943000.0,831011000.0
Total assets,3454157000.0,2273007000.0,2534688000.0,1657930000.0
Payables,312239000.0,159130000.0,997388000.0,236949000.0
Short-term debt,0.0,360440000.0,257969000.0,359633000.0
Total current liabilities,1664639000.0,782588000.0,1410374000.0,726019000.0
Long-term debt,537926000.0,1083210000.0,0.0,0.0
Total debt,537926000.0,1443650000.0,257969000.0,359633000.0
Deferred revenue,4200000.0,0.0,0.0,0.0
Tax Liabilities,77858000.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,786150000.0,1247005000.0,140531000.0,127877000.0
Total liabilities,2886588000.0,2029593000.0,1550905000.0,853896000.0
Other comprehensive income,288047000,0.0,0.0,0.0
Retained earnings (deficit),277952000.0,199492000.0,245877000.0,0.0
Total shareholders equity,567569000.0,260410000.0,981776000.0,800193000.0
Investments,110674000.0,1022433000.0,1595811000.0,714754000.0
Net Debt,415451000.0,850018000.0,-931421000.0,-159648000.0
Other Assets,0.0,20994000.0,33369000.0,23186000.0
Other Liabilities,435799000.0,263018000.0,155017000.0,129437000.0
