Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,227000000.0,172000000.0,162000000.0,285000000.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,227000000.0,172000000.0,162000000.0,285000000.0
Receivables,1312000000.0,1424000000.0,1283000000.0,1165000000.0
Inventories,1440000000.0,1303000000.0,1207000000.0,1149000000.0
Total current assets,3399000000.0,3287000000.0,3019000000.0,2974000000.0
Property Plant & Equipment Net,2879000000.0,2560000000.0,2291000000.0,2151000000.0
Goodwill and Intangible Assets,19578000000.0,20436000000.0,21265000000.0,21806000000.0
Long-term investments,388000000.0,437000000.0,414000000.0,555000000.0
Tax assets,703000000.0,555000000.0,653000000.0,610000000.0
Total non-current assets,23663000000.0,24101000000.0,24721000000.0,25228000000.0
Total assets,27062000000.0,27388000000.0,27740000000.0,28202000000.0
Payables,748000000.0,672000000.0,607000000.0,616000000.0
Short-term debt,114000000.0,111000000.0,196000000.0,227000000.0
Total current liabilities,1893000000.0,1778000000.0,1665000000.0,1643000000.0
Long-term debt,89000000.0,84000000.0,79000000.0,75000000.0
Total debt,203000000.0,195000000.0,275000000.0,302000000.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,1679000000.0,1745000000.0,2259000000.0,2191000000.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,2530000000.0,2581000000.0,3063000000.0,2922000000.0
Total liabilities,4423000000.0,4359000000.0,4728000000.0,4565000000.0
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),,,,
Total shareholders equity,22639000000.0,23029000000.0,23012000000.0,23637000000.0
Investments,388000000.0,437000000.0,414000000.0,555000000.0
Net Debt,,,,
Other Assets,,,,
Other Liabilities,1031000000.0,995000000.0,862000000.0,800000000.0
