Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2012-03-31
Cash and cash equivalents,372974000.0,401719000.0,515602000.0,0.0,869780000.0,49299000.0,52551000.0,0.0
Short-term investments,170469000.0,117573000.0,287137000.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,543443000.0,519292000.0,802739000.0,0.0,869780000.0,49299000.0,52551000.0,0.0
Receivables,22255000.0,33822000.0,40299000.0,0.0,24262000.0,15975000.0,5521000.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,565698000.0,553114000.0,843038000.0,0.0,894042000.0,65274000.0,58072000.0,0.0
Property Plant & Equipment Net,113875000.0,101933000.0,89263000.0,0.0,27051000.0,12595000.0,1578000.0,0.0
Goodwill and Intangible Assets,18048000.0,57556000.0,61844000.0,0.0,108894000.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,35342000.0,46382000.0,33788000.0,0.0,4613000.0,16000.0,65000.0,0.0
Total non-current assets,3253829000.0,4087717000.0,4719593000.0,0.0,2996012000.0,1878121000.0,792758000.0,0.0
Total assets,3819527000.0,4640831000.0,5562631000.0,0.0,3890054000.0,1943395000.0,850830000.0,0.0
Payables,7104000.0,9401000.0,10889000.0,0.0,5892000.0,4524000.0,1210000.0,0.0
Short-term debt,95000000.0,32100000.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,124901000.0,52700000.0,16691000.0,0.0,6651000.0,4524000.0,1210000.0,0.0
Long-term debt,95000000.0,32100000.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,190000000.0,64200000.0,0.0,0.0,0.0,0.0,0.0,0.0
Deferred revenue,9420000.0,3415000.0,2556000.0,0.0,759000.0,0.0,0.0,0.0
Tax Liabilities,13377000.0,7784000.0,3246000.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,95000000.0,32100000.0,0.0,0.0,5945000.0,16000.0,-65000.0,0.0
Total liabilities,2950326000.0,3718336000.0,4586861000.0,0.0,2916835000.0,1875301000.0,901643000.0,0.0
Other comprehensive income,1382452000,1307721000,1206721000,0.0,1052728000,118285000,6701000,0.0
Retained earnings (deficit),-517727000.0,-389419000.0,-234187000.0,0.0,-83223000.0,-50329000.0,-57637000.0,0.0
Total shareholders equity,869201000.0,922495000.0,975770000.0,0.0,973219000.0,68094000.0,-50813000.0,0.0
Investments,170469000.0,117573000.0,287137000.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-182974000.0,-337519000.0,-515602000.0,0.0,-869780000.0,-49299000.0,-52551000.0,0.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,2730425000.0,3633536000.0,4570170000.0,0.0,2904239000.0,1870761000.0,900498000.0,0.0
