Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,1201000000.0,1556000000.0,902000000.0,366000000.0,0.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1201000000.0,1556000000.0,902000000.0,366000000.0,0.0
Receivables,790000000.0,847000000.0,742000000.0,757000000.0,846000000.0
Inventories,1147000000.0,935000000.0,767000000.0,972000000.0,1052000000.0
Total current assets,3293000000.0,3493000000.0,2553000000.0,2301000000.0,1941000000.0
Property Plant & Equipment Net,3291000000.0,3008000000.0,2784000000.0,3177000000.0,3308000000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,176000000.0,209000000.0
Long-term investments,0.0,0.0,0.0,0.0,124000000.0
Tax assets,189000000.0,164000000.0,406000000.0,381000000.0,0.0
Total non-current assets,4069000000.0,3800000000.0,3507000000.0,3997000000.0,4018000000.0
Total assets,7362000000.0,7293000000.0,6060000000.0,6298000000.0,5959000000.0
Payables,1137000000.0,1075000000.0,884000000.0,973000000.0,1046000000.0
Short-term debt,13000000.0,15000000.0,15000000.0,39000000.0,0.0
Total current liabilities,1709000000.0,1648000000.0,1771000000.0,1466000000.0,1398000000.0
Long-term debt,3959000000.0,4097000000.0,3529000000.0,3915000000.0,0.0
Total debt,3972000000.0,4112000000.0,3544000000.0,3954000000.0,0.0
Deferred revenue,6000000.0,8000000.0,76000000.0,20000000.0,0.0
Tax Liabilities,87000000.0,58000000.0,39000000.0,32000000.0,424000000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,4640000000.0,4786000000.0,4190000000.0,4713000000.0,888000000.0
Total liabilities,6348000000.0,6433000000.0,5960000000.0,6172000000.0,2286000000.0
Other comprehensive income,110000000,721000000,789000000,775000000,19000000.0
Retained earnings (deficit),1466000000.0,579000000.0,-114000000.0,-115000000.0,0.0
Total shareholders equity,1014000000.0,860000000.0,100000000.0,126000000.0,3669000000.0
Investments,0.0,0.0,0.0,0.0,124000000.0
Net Debt,2771000000.0,2556000000.0,2642000000.0,3588000000.0,0.0
Other Assets,0.0,0.0,0.0,0.0,43000000.0
Other Liabilities,-1000000.0,-1000000.0,-1000000.0,-7000000.0,352000000.0
