Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,13669000000.0,12261000000.0,10408000000.0,8193000000.0,7419000000.0,8155000000.0,38950000000.0,7544000000.0,6930000000.0
Stock-based compensation,316000000.0,585000000.0,650000000.0,446000000.0,245000000.0,311000000.0,302000000.0,233000000.0,0.0
Operating Cash Flow,15256000000.0,17328000000.0,16545000000.0,11978000000.0,10058000000.0,12630000000.0,10605000000.0,8166000000.0,6780000000.0
Capital Expenditure,8761000000.0,8453000000.0,9542000000.0,7874000000.0,7091000000.0,7565000000.0,8068000000.0,6241000000.0,-4202000000.0
Acquisitions and disposals,-83000000.0,-41000000.0,-809000000.0,-928000000.0,-53000000.0,-2623000000.0,-44000000.0,-53000000.0,-2662000000.0
Investment purchases and sales,-190000000.0,-4492000000.0,-2500000000.0,0.0,0.0,0.0,0.0,0.0,7505000000.0
Investing Cash flow,-21062000000.0,-27572000000.0,-35643000000.0,-28035000000.0,-15698000000.0,-14762000000.0,-3513000000.0,-13370000000.0,1233000000.0
Issuance (repayment) of debt,-34509000000.0,-33452000000.0,-24613000000.0,-18384000000.0,-19915000000.0,-20347000000.0,-7130000000.0,-1602000000.0,-11422000000.0
Issuance (buybacks) of shares,-190000000.0,-4492000000.0,-2500000000.0,-15238000000.0,-18954000000.0,-20021000000.0,-18422000000.0,-15499000000.0,3395000000.0
Dividend payments,-2242000000.0,-2233000000.0,-2368000000.0,-2200000000.0,-1928000000.0,-1687000000.0,-939000000.0,-243000000.0,-1572000000.0
Financing Cash Flow,11454000000.0,12584000000.0,17139000000.0,13686000000.0,5675000000.0,3731000000.0,-4741000000.0,-358000000.0,-9770000000.0
Effect of forex changes on cash,-299000000.0,348000000.0,-213000000.0,-1345000000.0,-1102000000.0,-400000000.0,-8000000.0,-250000000.0,-57000000.0
Net cash flow / Change in cash,5648000000.0,2688000000.0,12960000000.0,-3716000000.0,-1067000000.0,1599000000.0,2351000000.0,-5562000000.0,-1814000000.0
Free Cash Flow,6495000000.0,8875000000.0,7003000000.0,4104000000.0,2967000000.0,5065000000.0,2537000000.0,1925000000.0,2578000000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3139
