Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,109556000.0,257364000.0,152736000.0,166092000.0,256979000.0,189460000.0,769180000.0,1628137000.0
Short-term investments,791102000.0,855345000.0,884232000.0,1157246000.0,1479214000.0,1785528000.0,1718028000.0,
Cash and short-term investments,900658000.0,1112709000.0,1036968000.0,1323338000.0,1736193000.0,1974988000.0,2487208000.0,
Receivables,4056616000.0,3147683000.0,2831747000.0,2560554000.0,11465000.0,11355000.0,12673000.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,4957274000.0,4260392000.0,3868715000.0,3883892000.0,1747658000.0,1986343000.0,2499881000.0,
Property Plant & Equipment Net,109986000.0,93708000.0,95671000.0,103103000.0,106341000.0,115219000.0,121436000.0,87315000.0
Goodwill and Intangible Assets,128470000.0,61237000.0,66579000.0,72059000.0,76513000.0,81859000.0,87205000.0,92553000.0
Long-term investments,500000.0,64067000.0,0.0,10107000.0,10055000.0,14146000.0,0.0,
Tax assets,28351000.0,35630000.0,52810000.0,52633000.0,45506000.0,37474000.0,6021000.0,0.0
Total non-current assets,719392000.0,583073000.0,704331000.0,800016000.0,3071988000.0,2927772000.0,2910894000.0,
Total assets,5676666000.0,4843465000.0,4573046000.0,4683908000.0,4819646000.0,4914115000.0,5410775000.0,6352026000.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67972000.0
Short-term debt,10600000.0,7200000.0,13500000.0,9800000.0,9965000.0,5930000.0,10700000.0,
Total current liabilities,10600000.0,7200000.0,13500000.0,9800000.0,9965000.0,5930000.0,10700000.0,
Long-term debt,301660000.0,129115000.0,38665000.0,40000000.0,40000000.0,0.0,0.0,
Total debt,312260000.0,136315000.0,52165000.0,49800000.0,49965000.0,5930000.0,10700000.0,47597000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,4535621000.0,3979559000.0,3868649000.0,3840677000.0,3766188000.0,3838309000.0,4200719000.0,5063053000.0
Total non-current liabilities,303083000.0,129405000.0,40430000.0,42552000.0,50144000.0,21507000.0,51862000.0,
Total liabilities,4981660000.0,4311058000.0,4036857000.0,4066364000.0,4025071000.0,4016323000.0,4320216000.0,5263297000.0
Other comprehensive income,598776000,477339000,481983000,578266000,747696000,864070000,1006190000,47022000.0
Retained earnings (deficit),106990000.0,60795000.0,55454000.0,38670000.0,40528000.0,39966000.0,43273000.0,46480000.0
Total shareholders equity,695006000.0,532407000.0,536189000.0,617544000.0,794575000.0,897792000.0,1090559000.0,1088729000.0
Investments,791602000.0,919412000.0,884232000.0,1167353000.0,1489269000.0,1799674000.0,1718028000.0,4161141000.0
Net Debt,202704000.0,-121049000.0,-100571000.0,-116292000.0,-207014000.0,-183530000.0,-758480000.0,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Other Liabilities,4667977000.0,4174453000.0,3982927000.0,4014012000.0,3964962000.0,3988886000.0,4257654000.0,
