Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-03-31,2013-03-31
Cash and cash equivalents,8891000.0,17587000.0,6450000.0,6555000.0,3623000.0,3931000.0,1361000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,8891000.0,17587000.0,6450000.0,6555000.0,3623000.0,3931000.0,1361000.0
Receivables,0.0,0.0,0.0,0.0,0.0,148271000.0,146478000.0
Inventories,264540000.0,263792000.0,258430000.0,230466000.0,269842000.0,259891000.0,232409000.0
Total current assets,466513000.0,458453000.0,440566000.0,439562000.0,446731000.0,426558000.0,387421000.0
Property Plant & Equipment Net,398891000.0,399381000.0,406858000.0,391744000.0,377067000.0,350351000.0,294901000.0
Goodwill and Intangible Assets,139815000.0,147454000.0,152324000.0,160754000.0,156734000.0,147211000.0,164976000.0
Long-term investments,10467000.0,12343000.0,8986000.0,10739000.0,9953000.0,0.0,0.0
Tax assets,338000.0,115000.0,702000.0,11701000.0,14085000.0,14465000.0,7173000.0
Total non-current assets,575646000.0,584789000.0,605719000.0,600885000.0,594968000.0,563009000.0,520318000.0
Total assets,1042159000.0,1043242000.0,1046285000.0,1040447000.0,1041699000.0,989567000.0,907739000.0
Payables,93577000.0,105521000.0,121922000.0,119606000.0,111893000.0,110972000.0,110251000.0
Short-term debt,25932000.0,26848000.0,37789000.0,35870000.0,9580000.0,23517000.0,11942000.0
Total current liabilities,206285000.0,221243000.0,255754000.0,252184000.0,197594000.0,185554000.0,167145000.0
Long-term debt,208602000.0,270900000.0,310849000.0,315345000.0,390315000.0,477261000.0,338048000.0
Total debt,234534000.0,297748000.0,348638000.0,351215000.0,399895000.0,500778000.0,349990000.0
Deferred revenue,1372000.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,1758000.0,6307000.0,8207000.0,2260000.0,6041000.0,74313000.0,83625000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,273684000.0,328227000.0,381386000.0,417218000.0,484005000.0,575764000.0,417970000.0
Total liabilities,657832000.0,735646000.0,823582000.0,852991000.0,851536000.0,761318000.0,585115000.0
Other comprehensive income,381176000,356631000,318803000,298102000,255912000,-6830000.0,-856000.0
Retained earnings (deficit),17582000.0,-39214000.0,-83678000.0,-101778000.0,-62621000.0,-2412000.0,87331000.0
Total shareholders equity,384327000.0,307596000.0,222703000.0,187456000.0,190163000.0,-433286000.0,-308987000.0
Investments,10467000.0,12343000.0,8986000.0,10739000.0,9953000.0,0.0,0.0
Net Debt,225643000.0,280161000.0,342188000.0,344660000.0,396272000.0,496847000.0,348629000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,14465000.0,7173000.0
Other Liabilities,177863000.0,186176000.0,186442000.0,183589000.0,169937000.0,51065000.0,44952000.0
