Date,2018-12-29,2017-12-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,40739000.0,18751000.0,35666000.0,23476000.0,6872000.0,13868000.0,2294000.0,2762000.0,3438000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,40739000.0,18751000.0,35666000.0,23476000.0,6872000.0,13868000.0,2294000.0,2762000.0,3438000.0
Receivables,98324000.0,110087000.0,75511000.0,47747000.0,27015000.0,16722000.0,15052000.0,15457000.0,16687000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,185056000.0,131393000.0,115224000.0,73755000.0,35469000.0,32103000.0,18200000.0,18612000.0,21740000.0
Property Plant & Equipment Net,11677000.0,8731000.0,6683000.0,3091000.0,1625000.0,1310000.0,1273000.0,1256000.0,2032000.0
Goodwill and Intangible Assets,240686000.0,164653000.0,100241000.0,34046000.0,16363000.0,10099000.0,8615000.0,6722000.0,7755000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,521000.0,656000.0,650000.0,642000.0
Tax assets,0.0,0.0,2173000.0,1440000.0,358000.0,1004000.0,1162000.0,378000.0,0.0
Total non-current assets,254365000.0,174387000.0,108435000.0,38014000.0,19921000.0,12772000.0,11763000.0,9388000.0,10596000.0
Total assets,439421000.0,305780000.0,223659000.0,111769000.0,55390000.0,44875000.0,29963000.0,28000000.0,32336000.0
Payables,22588000.0,18373000.0,13509000.0,6658000.0,5335000.0,3780000.0,3261000.0,3564000.0,3857000.0
Short-term debt,17139000.0,11127000.0,10764000.0,4347000.0,2878000.0,1725000.0,3538000.0,1055000.0,1500000.0
Total current liabilities,72955000.0,56435000.0,43621000.0,22243000.0,15521000.0,11991000.0,13122000.0,12134000.0,15585000.0
Long-term debt,29847000.0,57430000.0,21632000.0,6360000.0,3378000.0,2502000.0,3851000.0,3880000.0,4909000.0
Total debt,46986000.0,68557000.0,32396000.0,10707000.0,6256000.0,4227000.0,7389000.0,4935000.0,6409000.0
Deferred revenue,7625000.0,665000.0,228000.0,293000.0,277000.0,401000.0,430000.0,528000.0,1504000.0
Tax Liabilities,2697000.0,6102000.0,1134000.0,813000.0,1157000.0,765000.0,1992000.0,2501000.0,2982000.0
Deposit Liabilities,208000.0,197000.0,106000.0,110000.0,121000.0,111000.0,47000.0,182000.0,104000.0
Total non-current liabilities,46071000.0,68335000.0,30002000.0,7942000.0,4501000.0,3226000.0,5472000.0,5344000.0,7071000.0
Total liabilities,121879000.0,125683000.0,75498000.0,31006000.0,19785000.0,16066000.0,18594000.0,17478000.0,22656000.0
Other comprehensive income,236525000,125954000,118026000,62260000,25617000,23717000,0.0,0.0,-2000.0
Retained earnings (deficit),80891000.0,54035000.0,30029000.0,18422000.0,9930000.0,5037000.0,2278000.0,985000.0,-175000.0
Total shareholders equity,317542000.0,180097000.0,148161000.0,80763000.0,35605000.0,28809000.0,11369000.0,10522000.0,5394000.0
Investments,0.0,0.0,0.0,0.0,0.0,521000.0,656000.0,650000.0,642000.0
Net Debt,6247000.0,49806000.0,-3270000.0,-12769000.0,-616000.0,-9641000.0,5095000.0,2173000.0,2971000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,854000.0,393000.0,1615000.0
Other Liabilities,2853000.0,913000.0,1875000.0,821000.0,0.0,849000.0,6323000.0,7515000.0,10228000.0
