Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,133101736.6136,60632859.734,331385313.1749,395052688.3377,163404423.6358
Short-term investments,207141244.5731,309190900.8464,100791936.6451,141079186.566,410061349.6933
Cash and short-term investments,340242981.1867,369823760.5804,432177249.82,536131874.9037,573465773.3291
Receivables,7184370.4776,6273730.3507,7137796.9762,25953319.9815,13002098.8053
Inventories,72836903.0391,91156438.9359,93033261.3391,148745955.939,100382951.2431
Total current assets,489170188.1331,511796704.9577,560838876.8898,730539978.4317,719723926.3804
Property Plant & Equipment Net,105565557.1635,78719921.4027,8530885.5292,8634262.8255,8188731.03
Goodwill and Intangible Assets,41523733.7192,34459794.4377,14084665.2268,2355723.3092,2486599.9354
Long-term investments,83219392.1852,97267835.5502,96231389.4888,25946695.4244,0.0
Tax assets,8625470.3329,844467.9565,191072.7142,597750.7318,1896512.7543
Total non-current assets,254998408.1042,238994256.3482,122544996.4003,38474503.1582,14765902.4863
Total assets,744168596.2373,750790961.3059,683383873.2901,769014481.5899,734489828.8666
Payables,54851230.1013,87497128.1741,87131893.4485,158712062.8563,143680981.5951
Short-term debt,0.0,0.0,0.0,260052.3802,1591378.7536
Total current liabilities,200580173.6614,154473851.2696,123357955.3636,206501771.6839,189625766.8712
Long-term debt,0.0,0.0,0.0,534586.3503,0.0
Total debt,0.0,0.0,0.0,794638.7305,1591378.7536
Deferred revenue,5342112.8799,7566656.5901,9482361.4111,16111076.8757,10935905.7152
Tax Liabilities,14673950.7959,7530078.5973,11487401.0079,15667231.5514,13495318.0497
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,2666425.4703,500453.4462,323686.1051,1118163.6112,832257.0229
Total liabilities,203246599.1317,154974304.7158,123681641.4687,207619935.295,190458023.8941
Other comprehensive income,27359044.8625,21043077.3881,20967314.6148,10503158.2191,-2567807.5557
Retained earnings (deficit),126243849.4935,111877267.231,112588192.9446,101671083.0381,89080561.834
Total shareholders equity,531278292.33,585735640.8706,559702231.8215,559295948.236,543775104.9403
Investments,290360636.7583,406458736.3966,197023326.1339,167025881.9904,410061349.6933
Net Debt,-340631179.1679,,,,
Other Assets,71196095.9901,19379849.1758,,,
Other Liabilities,145728943.5601,66976723.0955,36226061.9151,47529656.4474,44353406.5225
