Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2015-09-25,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Depreciation & Amortization,825000000.0,1085000000.0,1188000000.0,953000000.0,342000000.0,342000000.0,361000000.0,427000000.0,427000000.0,1330000000.0,1224000000.0,745000000.0
Stock-based compensation,95000000.0,115000000.0,147000000.0,142000000.0,2000000.0,82000000.0,72000000.0,63.0,140000000.0,110000000.0,120000000.0,
Operating Cash Flow,1743000000.0,2513000000.0,12000000.0,1895000000.0,542000000.0,539000000.0,831000000.0,841000000.0,701000000.0,2437000000.0,2630000000.0,825000000.0
Capital Expenditure,586000000.0,1030000000.0,1343000000.0,1249000000.0,246000000.0,-246000000.0,288000000.0,377000000.0,406000000.0,788000000.0,718000000.0,-619000000.0
Acquisitions and disposals,-25000000.0,-21000000.0,-6000000.0,353000000.0,-583000000.0,-601000000.0,-65000000.0,-229000000.0,-217000000.0,-656000000.0,-600000000.0,-38000000.0
Investment purchases and sales,-5983000000.0,-300000000.0,-651000000.0,-501000000.0,-707000000.0,19000000.0,-1833000000.0,-300000000.0,-500000000.0,-1300000000.0,-900000000.0,
Investing Cash flow,-533000000.0,1215000000.0,-1137000000.0,-887000000.0,-862000000.0,-899000000.0,-241000000.0,-696000000.0,-582000000.0,-1325000000.0,-1775000000.0,-736000000.0
Issuance (repayment) of debt,-2333000000.0,-3729000000.0,-1297000000.0,-1299000000.0,-445000000.0,1241000000.0,-0.0,-0.0,-3040000000.0,-4000000.0,-962000000.0,
Issuance (buybacks) of shares,-5983000000.0,-300000000.0,-651000000.0,-501000000.0,-417000000.0,-1063000000.0,-1833000000.0,-300000000.0,-500000000.0,-1300000000.0,-900000000.0,
Dividend payments,-920000000.0,-954000000.0,-702000000.0,-915000000.0,-324000000.0,-568000000.0,-311000000.0,-288000000.0,-461000000.0,-458000000.0,-416000000.0,
Financing Cash Flow,-10519000000.0,-3752000000.0,717000000.0,-933000000.0,862000000.0,902000000.0,-261000000.0,-456000000.0,-508000000.0,-1481000000.0,-1441000000.0,278000000.0
Effect of forex changes on cash,-120000000.0,-106000000.0,54000000.0,12000000.0,-33000000.0,-33000000.0,-20000000.0,-11000000.0,4000000.0,-6000000.0,7000000.0,10000000.0
Net cash flow / Change in cash,2805000000.0,-121000000.0,-258000000.0,87000000.0,509000000.0,509000000.0,329000000.0,-311000000.0,49000000.0,-375000000.0,-579000000.0,377000000.0
Free Cash Flow,1157000000.0,1483000000.0,-1331000000.0,646000000.0,296000000.0,1275000000.0,543000000.0,464000000.0,295000000.0,1649000000.0,1912000000.0,
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,-0.3098,0.0,0.0,0.0,0.0,0.0,-0.2999
