Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,1125400000.0,1125000000.0,1293100000.0,1293000000.0,11300000.0,11000000.0,13000000.0,13000000.0,10600000.0,11000000.0,9300000.0,6200000.0,10800000.0
Short-term investments,0.0,,81500000.0,,2100000.0,,1200000.0,,800000.0,,1000000.0,1000000.0,1100000.0
Cash and short-term investments,1125400000.0,,1374600000.0,,13400000.0,,14200000.0,,11400000.0,,10300000.0,7200000.0,11900000.0
Receivables,84700000.0,332000000.0,67200000.0,338000000.0,65800000.0,326000000.0,68800000.0,334000000.0,1500000.0,348000000.0,40000000.0,69800000.0,0.0
Inventories,171200000.0,274000000.0,162200000.0,271000000.0,155700000.0,274000000.0,152700000.0,243000000.0,152300000.0,229000000.0,151300000.0,140300000.0,217900000.0
Total current assets,1863100000.0,10595000000.0,3059500000.0,10510000000.0,664200000.0,10074000000.0,718900000.0,9757000000.0,767000000.0,9028000000.0,723700000.0,619100000.0,611600000.0
Property Plant & Equipment Net,0.0,9125000000.0,0.0,8957000000.0,0.0,8662000000.0,0.0,8280000000.0,0.0,7746000000.0,0.0,6594000000.0,0.0
Goodwill and Intangible Assets,169000000.0,169000000,169000000.0,169000000,169000000.0,169000000,169000000.0,169000000,169000000.0,169000000,169000000.0,169000000.0,169000000.0
Long-term investments,634900000.0,258000000.0,634900000.0,223000000.0,634900000.0,201000000.0,634900000.0,199000000.0,0.0,184000000.0,5500000.0,6800000.0,7800000.0
Tax assets,5400000.0,,0.0,,0.0,,78100000.0,,80300000.0,,88500000.0,7500000.0,14300000.0
Total non-current assets,10594800000.0,6044000000.0,10510500000.0,6023000000.0,10074400000.0,6127000000.0,9756800000.0,5780000000.0,9028400000.0,5512000000.0,8923600000.0,8498900000.0,8206600000.0
Total assets,12457900000.0,12458000000.0,13570000000.0,13570000000.0,10738600000.0,10739000000.0,10475700000.0,10476000000.0,9795400000.0,9795000000.0,9647300000.0,9118000000.0,8818200000.0
Payables,340000000.0,340000000.0,323700000.0,324000000.0,352900000.0,353000000.0,388000000.0,388000000.0,327400000.0,327000000.0,330200000.0,275600000.0,0.0
Short-term debt,351100000.0,919000000.0,382100000.0,889000000.0,1100000.0,410000000.0,15100000.0,548000000.0,1100000.0,293000000.0,263100000.0,801400000.0,485700000.0
Total current liabilities,1448800000.0,1449000000.0,1384800000.0,1385000000.0,915700000.0,916000000.0,1070800000.0,1071000000.0,769800000.0,770000000.0,1449500000.0,1634900000.0,1339300000.0
Long-term debt,3312600000.0,3313000000.0,3365200000.0,3365000000.0,3745100000.0,3745000000.0,3488000000.0,3488000000.0,3515700000.0,3516000000.0,2756800000.0,2742300000.0,2942700000.0
Total debt,3663700000.0,3313000000.0,3747300000.0,3365000000.0,3746200000.0,3745000000.0,3503100000.0,3488000000.0,3516800000.0,3516000000.0,3019900000.0,3543700000.0,3428400000.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax Liabilities,35100000.0,746000000.0,33300000.0,1456000000.0,31600000.0,1284000000.0,30400000.0,1216000000.0,29700000.0,1092000000.0,27100000.0,25800000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,2731700000.0,6044000000.0,2658000000.0,6023000000.0,2382300000.0,6127000000.0,2291800000.0,5780000000.0,1996500000.0,5512000000.0,2062000000.0,1740900000.0,1610100000.0
Total liabilities,7493100000.0,7493000000.0,7408000000.0,7408000000.0,7082100000.0,7043000000.0,6889600000.0,6851000000.0,6321000000.0,6282000000.0,3511500000.0,3375800000.0,2949400000.0
Other comprehensive income,0.0,-2000000.0,832400000,-7000000.0,0.0,-12000000.0,0.0,-19000000.0,0.0,-25000000.0,2790700000,2776700000,2974000000
Retained earnings (deficit),737900000.0,738000000.0,1119200000.0,1119000000.0,1024400000.0,1024000000.0,967800000.0,968000000.0,871400000.0,871000000.0,758800000.0,684700000.0,626500000.0
Total shareholders equity,4964800000.0,4965000000.0,6162000000.0,6162000000.0,3656500000.0,3696000000.0,3586100000.0,3625000000.0,3474400000.0,3513000000.0,6135800000.0,5742200000.0,5868800000.0
Investments,634900000.0,258000000.0,716400000.0,223000000.0,637000000.0,201000000.0,636100000.0,199000000.0,800000.0,184000000.0,6500000.0,7800000.0,8900000.0
Net Debt,2538300000.0,3107000000,2454200000.0,2961000000,3734900000.0,4144000000,3490100000.0,4023000000,3506200000.0,3798000000,3010600000.0,3537500000.0,3417600000.0
Other Assets,0.0,227000000,0.0,218000000,0.0,82000000,0.0,166000000,0.0,225000000,0.0,0.0,0.0
Other Liabilities,3312600000.0,456000000,3365200000.0,492000000,3784100000.0,435000000,3527000000.0,348000000,3554700000.0,354000000,0.0,0.0,0.0
