Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,24787000.0,25000000.0,34475000.0,34000000.0,33742000.0,34000000.0,18385000.0,18000000.0,22073000.0,22000000.0,17039000.0,75813000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,24787000.0,,34475000.0,,33742000.0,,18385000.0,,22073000.0,,17039000.0,75813000.0
Receivables,457000.0,7000000.0,422000.0,5000000.0,316000.0,8000000.0,373000.0,5000000.0,361000.0,3000000.0,629000.0,933000.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,25244000.0,,34897000.0,,34058000.0,,18758000.0,,22434000.0,,17668000.0,76746000.0
Property Plant & Equipment Net,12613000.0,,0.0,,0.0,,0.0,,3249000.0,,3007000.0,0.0
Goodwill and Intangible Assets,4231000.0,4000000,6892000.0,7000000,0.0,3000000,0.0,3000000,0.0,4000000,0.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,1853000.0,,3098000.0,,2970000.0,,3146000.0,,2143000.0,,945000.0,0.0
Total non-current assets,2989920000.0,,2471288000.0,,1967773000.0,,1792879000.0,,1588131000.0,,1307019000.0,901063000.0
Total assets,3015164000.0,3015000000.0,2506185000.0,2506000000.0,2001831000.0,2002000000.0,1811637000.0,1812000000.0,1610565000.0,1611000000.0,1324687000.0,977809000.0
Payables,4204000.0,,4222000.0,,2455000.0,,2183000.0,,2289000.0,,1749000.0,3933000.0
Short-term debt,349000000.0,,20000000.0,,0.0,,24000000.0,,356900000.0,,79000000.0,0.0
Total current liabilities,373677000.0,,44949000.0,,21479000.0,,43484000.0,,382687000.0,,98713000.0,18342000.0
Long-term debt,933449000.0,933000000.0,20000000.0,517000000.0,0.0,639000000.0,24000000.0,642000000.0,422681000.0,766000000.0,398846000.0,358504000.0
Total debt,1282449000.0,933000000.0,40000000.0,517000000.0,0.0,639000000.0,48000000.0,642000000.0,779581000.0,766000000.0,477846000.0,358504000.0
Deferred revenue,20473000.0,,20727000.0,,19024000.0,,17301000.0,,23498000.0,,17964000.0,14409000.0
Tax Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,934392000.0,,20927000.0,,514000.0,,24526000.0,,423315000.0,,399402000.0,358504000.0
Total liabilities,1170428000.0,1116000000.0,706166000.0,666000000.0,765132000.0,743000000.0,822848000.0,820000000.0,884841000.0,881000000.0,566965000.0,415942000.0
Other comprehensive income,1844639000,-1000000.0,1802852000,-4000000.0,1263603000,-5000000.0,1034683000,-4000000.0,813540000,000000.0,849878000,662657000
Retained earnings (deficit),0.0,000000.0,0.0,000000.0,-21998000.0,-22000000.0,-41909000.0,-42000000.0,-88964000.0,-89000000.0,-93287000.0,-101708000.0
Total shareholders equity,1844736000.0,1845000000.0,1800019000.0,1800000000.0,1236699000.0,1237000000.0,988789000.0,989000000.0,725724000.0,726000000.0,757722000.0,561867000.0
Investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Debt,1257662000.0,908000000,5525000.0,483000000,-33742000.0,605000000,29615000.0,624000000,757508000.0,744000000,460807000.0,282691000.0
Other Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Other Liabilities,-137641000.0,0,640290000.0,0,743139000.0,0,754838000.0,0,78839000.0,0,68850000.0,39096000.0
