Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,307064000.0,104572000.0,7068000.0
Short-term investments,96987000.0,0.0,0.0
Cash and short-term investments,404051000.0,104572000.0,7068000.0
Receivables,0.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,414410000.0,104988000.0,6887000.0
Property Plant & Equipment Net,62796000.0,2415000.0,868000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,64699000.0,2699000.0,1102000.0
Total assets,479109000.0,107687000.0,7989000.0
Payables,7886000.0,2033000.0,1180000.0
Short-term debt,41441000.0,2139000.0,933000.0
Total current liabilities,20004000.0,7158000.0,2852000.0
Long-term debt,24347000.0,3302000.0,2991000.0
Total debt,65788000.0,5441000.0,3924000.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,65931000.0,4426000.0,3194000.0
Total liabilities,86101000.0,11584000.0,6046000.0
Other comprehensive income,543040000,0.0,0.0
Retained earnings (deficit),-150082000.0,-60979000.0,-17132000.0
Total shareholders equity,393008000.0,-43687000.0,-17124000.0
Investments,96987000.0,0.0,0.0
Net Debt,-241276000.0,-99131000.0,-3144000.0
Other Assets,0.0,416000.0,-181000.0
Other Liabilities,166000.0,2986000.0,739000.0
