Date,2019-04-30,2018-04-30,2017-04-30,2016-04-30,2015-04-30,2014-04-30,2013-04-30,2012-04-30,2011-04-30,2010-04-30
Cash and cash equivalents,3683000.0,7869000.0,2163000.0,6082000.0,7222000.0,7698000.0,3460000.0,4782000.0,5275000.0,9954000.0
Short-term investments,8199000.0,6149000.0,7815000.0,11111000.0,11186000.0,16030000.0,18270000.0,17658000.0,15357000.0,10418000.0
Cash and short-term investments,11882000.0,14018000.0,9978000.0,17193000.0,18408000.0,23728000.0,21730000.0,22440000.0,20632000.0,20372000.0
Receivables,6362000.0,4268000.0,10986000.0,9000000.0,9689000.0,7741000.0,7781000.0,10866000.0,14072000.0,12171000.0
Inventories,23356000.0,26186000.0,29051000.0,41278000.0,38239000.0,41227000.0,37521000.0,34299000.0,28172000.0,26975000.0
Total current assets,52699000.0,52075000.0,69855000.0,84311000.0,83599000.0,87862000.0,81016000.0,79362000.0,67736000.0,60640000.0
Property Plant & Equipment Net,13038000.0,14127000.0,14813000.0,13072000.0,12686000.0,11240000.0,8316000.0,8374000.0,7163000.0,7015000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218000.0,218000.0
Long-term investments,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,809000.0,3738000.0,3813000.0
Tax assets,13950000.0,0.0,11902000.0,7702000.0,7360000.0,6650000.0,6320000.0,5692000.0,4212000.0,0.0
Total non-current assets,34072000.0,31509000.0,43464000.0,35903000.0,34226000.0,31599000.0,27893000.0,26865000.0,22095000.0,20780000.0
Total assets,86771000.0,83584000.0,113319000.0,120214000.0,117825000.0,119461000.0,108909000.0,106227000.0,89831000.0,81420000.0
Payables,1188000.0,1841000.0,2437000.0,2650000.0,1720000.0,2336000.0,1205000.0,2644000.0,1654000.0,1720000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,158000.0,6383000.0,275000.0,246000.0
Total current liabilities,5837000.0,5257000.0,8111000.0,8758000.0,8350000.0,9697000.0,9327000.0,16109000.0,7386000.0,7308000.0
Long-term debt,236000.0,110000.0,0.0,6000000.0,6000000.0,10100000.0,6000000.0,15000.0,181000.0,441000.0
Total debt,236000.0,110000.0,0.0,6000000.0,6000000.0,10100000.0,6158000.0,6398000.0,456000.0,687000.0
Deferred revenue,0.0,68000.0,232000.0,640000.0,720000.0,1023000.0,1611000.0,0.0,0.0,0.0
Tax Liabilities,1258000.0,1264000.0,1626000.0,0.0,0.0,0.0,0.0,96000.0,0.0,295000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1848000.0,1477000.0,13410000.0,17385000.0,7587000.0,14294000.0,9480000.0,3167000.0,10910000.0,10729000.0
Total liabilities,23682000.0,20322000.0,23987000.0,26862000.0,26015000.0,31115000.0,26457000.0,27095000.0,18296000.0,18037000.0
Other comprehensive income,55990000,55078000,54175000,53691000,52228000,50466000,48713000,47138000,5192000.0,4019000.0
Retained earnings (deficit),-2111000.0,-65000.0,23712000.0,28533000.0,27528000.0,24702000.0,20662000.0,18660000.0,11286000.0,5271000.0
Total shareholders equity,63089000.0,63262000.0,89332000.0,93352000.0,91810000.0,88346000.0,82452000.0,79132000.0,71535000.0,63383000.0
Investments,8999000.0,6149000.0,7815000.0,11111000.0,11186000.0,16030000.0,18270000.0,18467000.0,19095000.0,14231000.0
Net Debt,-3447000.0,-7759000.0,-2163000.0,-82000.0,-1222000.0,2402000.0,2698000.0,1616000.0,-20176000.0,-19685000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4860000.0,1122000.0
Other Liabilities,15997000.0,13588000.0,2466000.0,719000.0,10078000.0,7124000.0,7650000.0,7819000.0,5457000.0,5342000.0
