Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,34887000.0,87709000.0,31520000.0,62863000.0
Short-term investments,122800000.0,50000000.0,44774000.0,0.0
Cash and short-term investments,157687000.0,137709000.0,76294000.0,62863000.0
Receivables,13614000.0,12577000.0,6653000.0,5729000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,194858000.0,157204000.0,85507000.0,69144000.0
Property Plant & Equipment Net,24269000.0,16563000.0,12780000.0,7147000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,38886000.0,825000.0,1815000.0,1111000.0
Total non-current assets,73432000.0,19390000.0,14824000.0,8637000.0
Total assets,268290000.0,176594000.0,100331000.0,77781000.0
Payables,34345000.0,23908000.0,16426000.0,10476000.0
Short-term debt,0.0,0.0,0.0,0.0
Total current liabilities,63503000.0,42966000.0,29050000.0,16393000.0
Long-term debt,9395000.0,5648000.0,0.0,0.0
Total debt,9395000.0,5648000.0,0.0,0.0
Deferred revenue,8811000.0,4305000.0,3330000.0,1474000.0
Tax Liabilities,0.0,0.0,292000.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,27997000.0,15160000.0,6555000.0,4141000.0
Total liabilities,74179000.0,49569000.0,35605000.0,20534000.0
Other comprehensive income,184237000,185218000,-30000.0,0.0
Retained earnings (deficit),9713000.0,-58499000.0,-71698000.0,-18610000.0
Total shareholders equity,194111000.0,127025000.0,-67972000.0,-16131000.0
Investments,122800000.0,50000000.0,44774000.0,0.0
Net Debt,-25492000.0,-82061000.0,-76294000.0,-62863000.0
Other Assets,0.0,0.0,2560000.0,552000.0
Other Liabilities,0.0,0.0,12624000.0,5917000.0
