Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,4079884225.7598,4224909310.7618,1977681785.4572,4602834694.192,6095092024.5399,6682492581.6024,11532071840.9237,7638642131.9797,5948939393.9394,6369567452.7611
Short-term investments,18130680173.6614,11239117291.4148,10040892728.5817,11064550916.6538,8722957701.001,8424497197.4942,9909397049.3906,8096922588.8325,3330303030.303,1257120843.7088
Cash and short-term investments,22210564399.4212,15464026602.1766,12018574514.0389,15667385610.8458,14818049725.5409,15106989779.0966,21441468890.3143,15735564720.8122,9279242424.2424,7626688296.4699
Receivables,3345875542.6918,3219467956.4692,3378257739.3808,3442612848.5595,4827252179.5286,5787833827.8932,3857440667.0943,3317893401.0152,3008939393.9394,1955496264.8308
Inventories,846888567.2938,1111547762.9988,1253995680.3456,1427052842.3972,1712625121.0849,1508902077.1513,841404746.6325,694796954.3147,602272727.2727,460796103.7059
Total current assets,27508248914.6165,20985187424.4256,17573074154.0677,21600831921.1216,22716822731.6758,24159577975.6017,27404425914.0475,20926871827.4112,15058181818.1818,10381055221.913
Property Plant & Equipment Net,58948914616.4978,59834945586.4571,62269978401.7279,69964720382.0675,74785598966.742,69090339597.758,40431686978.8326,34988420050.7614,28284545454.5455,24215595576.3879
Goodwill and Intangible Assets,2274529667.1491,2277811366.3845,2396544276.4579,2530118625.7896,2662415240.5554,2802505769.8648,156029506.0936,163864213.198,173939393.9394,180185586.6413
Long-term investments,4160492040.521,4940447400.2418,4933189344.8524,4958249884.4554,4938165967.0649,5142598087.7019,4982039769.0827,4816307106.599,4730303030.303,709940090.8159
Tax assets,3967004341.534,3855652962.5151,3577249820.0144,2091357263.9039,948821440.1033,449884602.7036,6414368.1847,0.0,0.0,0.0
Total non-current assets,70723154848.0463,72306680773.8815,74245644348.4521,80750423663.5341,84299483371.0042,78292284866.4688,45730596536.2412,40028711928.934,33188787878.7879,25105721253.845
Total assets,98231403762.6628,93291868198.3071,91818718502.5198,102351255584.6557,107016306102.68,102451862842.0706,73135022450.2886,60955583756.3452,48246969696.9697,35486776475.758
Payables,4751519536.903,4066807738.815,3680345572.3542,5046680018.4871,8464966096.2222,8107484338.9383,3900898011.5459,3312182741.1168,2782272727.2727,2340135344.9539
Short-term debt,1019102749.6382,2099758162.0314,2833405327.5738,5174087197.6583,5033903777.8495,8216452357.4019,4623155869.1469,3159739847.7157,3211212121.2121,17883697.0851
Total current liabilities,10165267727.9305,9282345828.295,9660187185.0252,12999537821.5991,16709396189.8612,21257500824.2664,13219531751.1225,11138324873.0964,10367121212.1212,4546938626.0437
Long-term debt,19172069464.5441,17889661426.844,18833405327.5738,20191033739.0233,17013722957.701,13519782393.6696,4659397049.3906,2867385786.802,1493787878.7879,2720090962.3554
Total debt,20191172214.1823,19989419588.8755,21666810655.1476,25365120936.6816,22047626735.5505,21736234751.0715,9282552918.5375,6027125634.5178,4705000000.0,2737974659.4405
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,2732127351.6643,1512091898.4281,1791936645.0684,2507163765.2134,4601226993.865,6392515661.0617,2499358563.1815,2085025380.7107,2710606060.6061,1901022557.4923
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,27665991316.932,26576783555.0181,27101511879.0497,29878447080.5731,29020180820.1485,24877184305.9677,10239416292.4952,8120558375.6345,5188030303.0303,5462248425.3699
Total liabilities,37831259044.8625,35859129383.3132,36761699064.0749,42877984902.1722,45729577010.0097,46134685130.2341,23458948043.6177,19258883248.731,15555151515.1515,10009187051.4135
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),54165557163.5311,50921100362.757,48853851691.8647,52836234786.6276,54331449790.1195,56160731948.5658,49523893521.4881,41546161167.5127,32548030303.0303,25338538743.2254
Total shareholders equity,60400144717.8003,57432738814.994,55057019438.4449,59473270682.4834,61286729092.6703,56317177711.8365,49676074406.6709,41696700507.6142,32691818181.8182,25477589424.3445
Investments,22291172214.1823,16179564691.6566,14974082073.4341,16022800801.1092,13661123668.0659,13567095285.1962,14891436818.4734,12913229695.4315,8060606060.6061,1967060934.5247
Net Debt,14110648248.9709,,,,,,,,,
Other Assets,1233706589.0258,,,,,,,,,
Other Liabilities,4394645441.3893,3115779927.4486,3146436285.0972,2778770605.4537,3210526315.7895,4933564127.9262,4695477870.4297,4666402284.2639,4373636363.6364,2188919584.0047
