Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-10-31
Cash and cash equivalents,2172048.0,1162394.0,1021351.0,1587861.0,507934.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,2172048.0,1162394.0,1021351.0,1587861.0,507934.0
Receivables,188054.0,345734.0,384418.0,489132.0,48738.0
Inventories,0.0,0.0,0.0,3746977.0,0.0
Total current assets,3176197.0,1853878.0,1596156.0,5823970.0,556672.0
Property Plant & Equipment Net,5528696.0,6697470.0,3786263.0,48471.0,13777.0
Goodwill and Intangible Assets,376868.0,1463518.0,2119050.0,2066311.0,0.0
Long-term investments,163728.0,130457.0,108253.0,1092782.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,6887757.0,9160429.0,6815080.0,3244396.0,13777.0
Total assets,10063954.0,11014307.0,8411236.0,9068366.0,570449.0
Payables,1438126.0,2582924.0,1751278.0,2715858.0,0.0
Short-term debt,147416.0,928147.0,13042.0,13610.0,0.0
Total current liabilities,3717418.0,3924079.0,1997397.0,2912003.0,9887.0
Long-term debt,1617106.0,1842840.0,554128.0,592318.0,0.0
Total debt,1764522.0,2770987.0,567170.0,605928.0,0.0
Deferred revenue,1816358.0,345000.0,215000.0,174547.0,0.0
Tax Liabilities,73595.0,68008.0,18077.0,7988.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1617106.0,1842840.0,554128.0,592318.0,0.0
Total liabilities,5334524.0,5766919.0,2551525.0,3504321.0,9887.0
Other comprehensive income,-66277.0,-40199.0,-111818.0,74503.0,0.0
Retained earnings (deficit),-11816080.0,-3266313.0,-981754.0,-567931.0,-128638.0
Total shareholders equity,4499307.0,5164105.0,5540568.0,5427062.0,560562.0
Investments,163728.0,130457.0,108253.0,1092782.0,0.0
Net Debt,-407526.0,1608593.0,-454181.0,-981933.0,-507934.0
Other Assets,816095.0,345750.0,190387.0,0.0,0.0
Other Liabilities,2131876.0,413008.0,233077.0,182535.0,9887.0
