Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31
Cash and cash equivalents,1048090.0,640915.0,2508362.0,551782.0,494738.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1048090.0,640915.0,2508362.0,551782.0,494738.0
Receivables,4027909.0,4903340.0,2272011.0,1814533.0,2073380.0
Inventories,10411366.0,10905484.0,9796984.0,8200557.0,9716899.0
Total current assets,19208627.0,18375632.0,30410457.0,11040480.0,12811522.0
Property Plant & Equipment Net,20287186.0,17818805.0,9290674.0,9770382.0,9235649.0
Goodwill and Intangible Assets,1033337.0,1166669.0,1300001.0,1433333.0,1566667.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,115589.0,313832.0,86799.0,0.0,
Total non-current assets,27892732.0,30566100.0,11589820.0,17497194.0,
Total assets,47101359.0,48941732.0,42000277.0,28537674.0,25379700.0
Payables,14177700.0,15561956.0,12364071.0,11237317.0,12237166.0
Short-term debt,98475.0,135203.0,262578.0,286547.0,3071381.0
Total current liabilities,40832733.0,21035818.0,17030333.0,14352304.0,18867184.0
Long-term debt,130068.0,231095.0,379376.0,4026368.0,592570.0
Total debt,228543.0,366298.0,641954.0,4312915.0,
Deferred revenue,802392.0,326459.0,206737.0,145497.0,
Tax Liabilities,0.0,1606504.0,1769398.0,1773294.0,
Deposit Liabilities,0.0,0.0,0.0,0.0,
Total non-current liabilities,7202705.0,6621205.0,5863417.0,9073744.0,
Total liabilities,47099685.0,43476256.0,35708388.0,23426048.0,23909083.0
Other comprehensive income,15967482,9428093,9075025,0.0,
Retained earnings (deficit),-15967482.0,-3964039.0,-2784546.0,-4334920.0,-7975929.0
Total shareholders equity,1674.0,5465476.0,6291889.0,5111626.0,1470617.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,-819547.0,-274617.0,-1866408.0,3761133.0,
Other Assets,0.0,0.0,0.0,473608.0,
Other Liabilities,-935753.0,15819233.0,12814638.0,2828440.0,3558637.0
