Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,2685500000.0,1365500000.0,584400000.0,966000000.0,1010111000.0,943999000.0,529857000.0,989501000.0,540865000.0,0.0,157172000.0
Short-term investments,64000000.0,198300000.0,889700000.0,327000000.0,374904000.0,1017567000.0,984994000.0,40705000.0,23882000.0,0.0,19048000.0
Cash and short-term investments,2749500000.0,1563800000.0,1474100000.0,1293000000.0,1385015000.0,1961566000.0,1514851000.0,989501000.0,540865000.0,0.0,176220000.0
Receivables,1243200000.0,922300000.0,726500000.0,650000000.0,532832000.0,432888000.0,421752000.0,295598000.0,244288000.0,0.0,113731000.0
Inventories,627600000.0,472500000.0,460400000.0,375000000.0,289874000.0,176441000.0,102602000.0,94521000.0,81386000.0,0.0,40885000.0
Total current assets,5076400000.0,3385000000.0,2953900000.0,2578000000.0,2425349000.0,2796029000.0,2186857000.0,1495600000.0,941270000.0,0.0,373456000.0
Property Plant & Equipment Net,1163300000.0,1471500000.0,1325400000.0,1036000000.0,697025000.0,392248000.0,201109000.0,165629000.0,165852000.0,0.0,164691000.0
Goodwill and Intangible Assets,8381700000.0,8678700000.0,8991800000.0,9340000000.0,9755799000.0,841119000.0,863792000.0,900323000.0,171243000.0,0.0,48543000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,2290200000.0,641500000.0,696300000.0,809000000.0,566644000.0,34939000.0,3394000.0,13954000.0,103868000.0,0.0,211034000.0
Total non-current assets,12468200000.0,10546900000.0,10629400000.0,10675000000.0,10707881000.0,1405933000.0,1130839000.0,1117960000.0,453481000.0,0.0,412945000.0
Total assets,17544600000.0,13931900000.0,13583300000.0,13253000000.0,13133230000.0,4201962000.0,3317696000.0,2613560000.0,1394751000.0,0.0,786401000.0
Payables,966700000.0,698200000.0,70800000.0,64000000.0,57360000.0,44016000.0,21596000.0,21488000.0,16029000.0,0.0,11530000.0
Short-term debt,126700000.0,93800000.0,167400000.0,167000000.0,175000000.0,48000000.0,48000000.0,48000000.0,727000.0,0.0,422000.0
Total current liabilities,1194300000.0,1174000000.0,952500000.0,823000000.0,718250000.0,606740000.0,582429000.0,360089000.0,230225000.0,0.0,85262000.0
Long-term debt,2375000000.0,2501700000.0,2720700000.0,2888000000.0,3281250000.0,9500000.0,65000000.0,101000000.0,182000.0,0.0,10421000.0
Total debt,2501700000.0,2595500000.0,2888100000.0,3055000000.0,3456250000.0,57500000.0,113000000.0,149000000.0,909000.0,0.0,10843000.0
Deferred revenue,6800000.0,3400000.0,15900000.0,37000000.0,20504000.0,58837000.0,53801000.0,31266000.0,17905000.0,0.0,1652000.0
Tax Liabilities,103900000.0,24400000.0,30700000.0,39000000.0,12087000.0,94823000.0,108907000.0,68432000.0,18306000.0,0.0,204000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,4722000000.0,3048400000.0,3225900000.0,3374000000.0,3883633000.0,69680000.0,214214000.0,143619000.0,12776000.0,0.0,12783000.0
Total liabilities,6272800000.0,4766600000.0,4690200000.0,4559000000.0,4874614000.0,899944000.0,935617000.0,642710000.0,260259000.0,-859736000.0,98045000.0
Other comprehensive income,6698800000,6849200000,6685400000,6816000000,7015897000,2209203000,2025818000,1837992000,1258913000,859735999.9999,-1942000.0
Retained earnings (deficit),4639800000.0,2325800000.0,2242100000.0,1818000000.0,1180395000.0,1036010000.0,379098000.0,126203000.0,-128619000.0,0.0,-400964000.0
Total shareholders equity,11271800000.0,9165300000.0,8893100000.0,8694000000.0,8258616000.0,3302018000.0,2382079000.0,1970850000.0,1134492000.0,859736000.0,688356000.0
Investments,64000000.0,198300000.0,889700000.0,327000000.0,374904000.0,1017567000.0,984994000.0,40705000.0,23882000.0,0.0,19048000.0
Net Debt,-183800000.0,1230000000.0,2303700000.0,2089000000.0,2446139000.0,-886499000.0,-416857000.0,-840501000.0,-539956000.0,0.0,-165377000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42620000.0
Other Liabilities,356500000.0,544200000.0,511800000.0,362000000.0,272731000.0,223524000.0,138974000.0,139002000.0,17258000.0,-859736000.0,73310000.0
