Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30
Cash and cash equivalents,88825316.4557,20064000.0,31055335.9684,17262666.6667,20976000.0
Short-term investments,0.0,0.0,0.0,0.0,
Cash and short-term investments,88825316.4557,20064000.0,31055335.9684,17262666.6667,20976000.0
Receivables,83439240.5063,69824000.0,54669301.7128,41405333.3333,
Inventories,0.0,0.0,81686.4295,178666.6667,
Total current assets,173264556.962,90790666.6667,86677206.8511,59300000.0,
Property Plant & Equipment Net,13391139.2405,11445333.3333,9862977.6021,6313333.3333,
Goodwill and Intangible Assets,83126582.2785,95798666.6667,42459815.5468,30069333.3333,
Long-term investments,0.0,0.0,0.0,36000.0,
Tax assets,13088607.5949,4220000.0,2013175.2306,1930666.6667,
Total non-current assets,108606329.1139,110561333.3333,53483530.9618,37896000.0,
Total assets,281870886.0759,201352000.0,140160737.8129,97196000.0,89482000.0
Payables,61394936.7089,53657333.3333,32092226.614,24781333.3333,
Short-term debt,26582.2785,26325333.3333,38737812.9117,20540000.0,
Total current liabilities,68611392.4051,94846666.6667,72147562.5823,55060000.0,
Long-term debt,0.0,26666.6667,83003.9526,50666.6667,
Total debt,26582.2785,26352000.0,38820816.8643,20590666.6667,
Deferred revenue,0.0,0.0,0.0,0.0,
Tax Liabilities,6269620.2532,5760000.0,4724637.6812,1957333.3333,
Deposit Liabilities,0.0,0.0,0.0,0.0,
Total non-current liabilities,2716455.6962,13840000.0,3823451.9104,2412000.0,
Total liabilities,71327848.1013,108686666.6667,75971014.4928,57472000.0,48688000.0
Other comprehensive income,0.0,0.0,0.0,0.0,
Retained earnings (deficit),186029113.9241,79013333.3333,50160737.8129,27233333.3333,
Total shareholders equity,210543037.9747,92665333.3333,64189723.3202,39724000.0,40794000.0
Investments,0.0,0.0,0.0,36000.0,
Net Debt,,,,,
Other Assets,63000.0,,,,
Other Liabilities,7189873.4177,14864000.0001,1317523.0566,9738666.6667,
