Date,2018-12-31,2017-12-31,2017-04-05,2016-12-31,2016-04-05,2015-12-31
Cash and cash equivalents,28908901.0,50573211.0,50573211.0,51737048.0,51737048.0,27101000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,28908901.0,50573211.0,50573211.0,51737048.0,51737048.0,27101000.0
Receivables,0.0,0.0,0.0,1294034.0,1294034.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,29092500.0,50645157.0,50645157.0,53120664.0,53120664.0,27139000.0
Property Plant & Equipment Net,288418.0,443566.0,443566.0,384389.0,384389.0,89000.0
Goodwill and Intangible Assets,23080592.0,84052.0,84052.0,84266.0,84266.0,0.0
Long-term investments,247248.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,
Total non-current assets,23788338.0,688565.0,688565.0,593434.0,593434.0,
Total assets,52880838.0,51333722.0,51333722.0,53714098.0,53714098.0,27297000.0
Payables,7998398.0,5978835.0,5978835.0,3803599.0,3803599.0,147000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,7998398.0,5978835.0,5978835.0,3803599.0,3803599.0,2010000.0
Long-term debt,13974794.0,9679451.0,9679451.0,8335631.0,8335631.0,8513000.0
Total debt,13974794.0,9679451.0,9679451.0,8335631.0,8335631.0,
Deferred revenue,0.0,0.0,0.0,0.0,0.0,
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,
Total non-current liabilities,14264407.0,9841451.0,9841451.0,8335631.0,8335631.0,
Total liabilities,22262805.0,15820286.0,15820286.0,12139230.0,12139230.0,64967000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,
Retained earnings (deficit),-132468858.0,-90283261.0,-90283261.0,-50391283.0,-50391283.0,-38787000.0
Total shareholders equity,30618033.0,35513436.0,35513436.0,41574868.0,41574868.0,-37672000.0
Investments,247248.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-14934107.0,,,,,
Other Assets,168099.0,,,,,
Other Liabilities,0.0,0.0,0.0,0.0,0.0,1863000.0
