Date,2008-12,2007-12,2006-12,2005-12,2004-12
Depreciation & Amortization,48000000.0,19000000.0,19000000.0,20000000.0,17000000.0
Stock-based compensation,5000000.0,000000.0,000000.0,000000.0,000000.0
Operating Cash Flow,106000000.0,25000000.0,56000000.0,18000000.0,16000000.0
Capital Expenditure,-180000000.0,-194000000.0,-121000000.0,-40000000.0,-29000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,0,-40000000,0,0,0
Investing Cash flow,-149000000.0,-97000000.0,-126000000.0,-39000000.0,-25000000.0
Issuance (repayment) of debt,000000.0,000000.0,000000.0,-1000000.0,000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,41000000.0,121000000.0,84000000.0,21000000.0,9000000.0
Effect of forex changes on cash,2000000.0,000000.0,000000.0,000000.0,000000.0
Net cash flow / Change in cash,-0000000.0,49000000.0,15000000.0,-0000000.0,-1000000.0
Free Cash Flow,-74000000.0,-170000000.0,-65000000.0,-21000000.0,-13000000.0
Net Cash/Marketcap,,,,,
