Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,74300144.7178,44385882.7086,139402591.7927,128701432.753,39439941.8792,31347840.422,43309332.9057
Short-term investments,8181620.8394,47251209.1898,5759539.2369,7702973.3477,0.0,0.0,0.0
Cash and short-term investments,82481765.5572,91637091.8984,145162131.0296,136404406.1007,39439941.8792,31347840.422,43309332.9057
Receivables,252673950.7959,190952992.7449,106452987.761,67326297.951,47528414.5948,25168480.0528,14989416.2925
Inventories,94116931.9826,57743047.1584,44934629.2297,51509320.5978,39227962.5444,21982690.4055,11611930.7248
Total current assets,470683502.1708,372775090.6892,312171778.2577,272513480.2034,132314659.3478,81624793.9334,72010583.7075
Property Plant & Equipment Net,58283646.8886,50018742.4426,14527285.8171,9121552.9194,4879399.4188,3188262.4464,1545060.9365
Goodwill and Intangible Assets,27372503.6179,18731257.5574,3885385.1692,3100908.9509,2368098.1595,1631882.6245,826651.6998
Long-term investments,14965991.3169,3668077.3881,4815406.7675,2050069.3268,908136.9067,927299.7033,0.0
Tax assets,5510998.5528,2347037.4849,1775665.9467,2128331.536,0.0,0.0,0.0
Total non-current assets,110477713.4588,77492291.4148,28831101.5119,18531505.161,8549725.5408,5985987.4712,2585150.7377
Total assets,581161215.6295,450267382.104,341002879.7696,291044985.3644,140864384.8886,87610781.4045,74595734.4452
Payables,130294356.0058,88200120.919,75804319.6544,71631797.874,49640942.8479,28653148.6977,11061257.2162
Short-term debt,67000000.0,33252720.6771,16578833.6933,4789400.7087,2744591.5402,0.0,7821359.8461
Total current liabilities,253073227.2069,173642986.6989,114651259.8992,100863041.1339,63522441.072,37105506.0996,23172546.5042
Long-term debt,9949782.9233,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,76949782.9233,33252720.6771,16578833.6933,4789400.7087,2744591.5402,0.0,7821359.8461
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,9083068.0174,4597944.3773,2276601.8719,1200585.426,354536.6484,50609.9571,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,10430101.3025,560761.7896,0.0,0.0,0.0,0.0,0.0
Total liabilities,263503328.5094,174203748.4885,114651259.8992,100863041.1339,63522441.072,37105506.0996,23172546.5042
Other comprehensive income,4228943.5601,1510731.5599,6385601.1519,2959790.4791,194381.6597,-7418.3976,0.0
Retained earnings (deficit),35414182.3444,-3778718.2588,-33674010.0792,-49375905.0994,-52826122.0536,-38300362.6772,-23192751.764
Total shareholders equity,315129232.9957,273431529.6252,226351619.8704,190181944.2305,-52022763.9651,-38307781.0748,-23192751.764
Investments,23147612.1563,50919286.578,10574946.0043,9753042.6745,908136.9067,927299.7033,0.0
Net Debt,-5570286.7705,,,,,,
Other Assets,43727351.6643,,,,,,
Other Liabilities,55778871.2011,52190145.1028,22268106.5515,24441842.5512,11136906.6839,8452357.4019,4289929.4419
