Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,250117000.0,153697000.0,105817000.0,236277000.0,160481000.0,65059000.0
Short-term investments,509649000.0,549796000.0,571011000.0,371783000.0,293085000.0,
Cash and short-term investments,759766000.0,703493000.0,676828000.0,608060000.0,453566000.0,
Receivables,57000000.0,67757000.0,42720000.0,30565000.0,20028000.0,46936000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,816766000.0,771250000.0,719548000.0,638625000.0,473594000.0,
Property Plant & Equipment Net,17998000.0,18748000.0,17179000.0,17111000.0,17087000.0,10935000.0
Goodwill and Intangible Assets,229309000.0,254085000.0,72996000.0,0.0,0.0,0.0
Long-term investments,598525000.0,584983000.0,334983000.0,166597000.0,0.0,
Tax assets,35586000.0,37338000.0,10713000.0,7964000.0,6622000.0,9509000.0
Total non-current assets,951947000.0,999960000.0,313696000.0,198773000.0,141437000.0,
Total assets,1768713000.0,1771210000.0,1033244000.0,837398000.0,615031000.0,281978000.0
Payables,166975000.0,17577000.0,96667000.0,60210000.0,17113000.0,29591000.0
Short-term debt,20000000.0,0.0,0.0,0.0,0.0,
Total current liabilities,659332000.0,492911000.0,414691000.0,364795000.0,271057000.0,
Long-term debt,148794000.0,184405000.0,72905000.0,0.0,0.0,
Total debt,168794000.0,184405000.0,72905000.0,0.0,0.0,0.0
Deferred revenue,472357000.0,475334000.0,318024000.0,302493000.0,241136000.0,116243000.0
Tax Liabilities,0.0,0.0,0.0,2092000.0,12808000.0,2805000.0
Deposit Liabilities,20000000.0,23648000.0,18565000.0,12138000.0,5143000.0,3829000.0
Total non-current liabilities,156499000.0,218738000.0,75908000.0,7964000.0,6622000.0,
Total liabilities,1343380000.0,1391394000.0,675285000.0,480845000.0,359942000.0,181073000.0
Other comprehensive income,236107000,207651000,180165000,202628000,188342000,-790000.0
Retained earnings (deficit),195750000.0,175226000.0,182809000.0,155955000.0,65021000.0,17924000.0
Total shareholders equity,425333000.0,379816000.0,357959000.0,356553000.0,255089000.0,79984000.0
Investments,1108174000.0,1134779000.0,905994000.0,538380000.0,293085000.0,136177000.0
Net Debt,-81323000.0,30708000.0,-32912000.0,-236277000.0,-160481000.0,
Other Assets,0.0,0.0,0.0,0.0,0.0,
Other Liabilities,527549000.0,679745000.0,184686000.0,108086000.0,82263000.0,
