Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Cash and cash equivalents,471300000.0,342300000.0,314900000.0,316200000.0,268100000.0,231300000.0,156100000.0,236300000.0,220600000.0,97200000.0,75400000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,666800000.0,573800000.0,1305800000.0,0.0,,
Cash and short-term investments,471300000.0,342300000.0,314900000.0,316200000.0,268100000.0,898100000.0,729900000.0,1542100000.0,220600000.0,,
Receivables,2900000.0,3800000.0,10600000.0,18900000.0,78400000.0,65200000.0,37400000.0,104000000.0,26300000.0,1155300000.0,1024900000.0
Inventories,229300000.0,222500000.0,124800000.0,123800000.0,32800000.0,40000000.0,59000000.0,131600000.0,160600000.0,125000000.0,106900000.0
Total current assets,703500000.0,568600000.0,450300000.0,458900000.0,379300000.0,1003300000.0,826300000.0,1777700000.0,407500000.0,,
Property Plant & Equipment Net,43900000.0,42400000.0,38700000.0,29400000.0,19700000.0,15900000.0,17500000.0,18900000.0,15000000.0,7300000.0,4700000.0
Goodwill and Intangible Assets,67900000.0,59800000.0,59400000.0,56600000.0,58100000.0,58000000.0,59100000.0,54700000.0,56100000.0,53400000.0,13700000.0
Long-term investments,399400000.0,318000000.0,312300000.0,316300000.0,286000000.0,237700000.0,237300000.0,220100000.0,0.0,,
Tax assets,5200000.0,19800000.0,42600000.0,34500000.0,28200000.0,32000000.0,25500000.0,21900000.0,8800000.0,30400000.0,74500000.0
Total non-current assets,9232600000.0,7256100000.0,5793100000.0,5492400000.0,4690700000.0,2036400000.0,2021700000.0,1181200000.0,2228200000.0,,
Total assets,9936100000.0,7824700000.0,6243400000.0,5951300000.0,5070000000.0,3039700000.0,2848000000.0,2958900000.0,2635700000.0,2021700000.0,1555700000.0
Payables,157500000.0,145400000.0,135600000.0,161300000.0,144800000.0,114100000.0,114000000.0,127000000.0,122000000.0,1454300000.0,1003500000.0
Short-term debt,3400000.0,355200000.0,230200000.0,182800000.0,41600000.0,22500000.0,61000000.0,218200000.0,77400000.0,,
Total current liabilities,171300000.0,509200000.0,373100000.0,351200000.0,195400000.0,144200000.0,178400000.0,350700000.0,204000000.0,,
Long-term debt,167600000.0,355200000.0,230200000.0,182800000.0,41600000.0,22500000.0,61000000.0,218200000.0,77400000.0,,
Total debt,171000000.0,710400000.0,460400000.0,365600000.0,83200000.0,45000000.0,122000000.0,436400000.0,154800000.0,321700000.0,309400000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,10400000.0,8600000.0,7300000.0,7100000.0,9000000.0,7600000.0,3400000.0,5500000.0,4600000.0,2800000.0,2300000.0
Deposit Liabilities,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,185600000.0,360200000.0,235100000.0,187300000.0,44000000.0,26400000.0,61000000.0,220200000.0,98100000.0,,
Total liabilities,9341900000.0,7319400000.0,5793500000.0,5517500000.0,4672900000.0,2694300000.0,2512600000.0,2639800000.0,2339400000.0,1778800000.0,1315200000.0
Other comprehensive income,226700000,221200000,212700000,203100000,214000000,212100000,216200000,209100000,205100000,-3100000.0,-2600000.0
Retained earnings (deficit),402100000.0,317000000.0,261500000.0,255100000.0,200400000.0,144700000.0,125400000.0,112000000.0,97000000.0,59700000.0,54300000.0
Total shareholders equity,594200000.0,505300000.0,449900000.0,433800000.0,397100000.0,345400000.0,335400000.0,319100000.0,296300000.0,241300000.0,238800000.0
Investments,399400000.0,318000000.0,312300000.0,316300000.0,286000000.0,904500000.0,811100000.0,1525900000.0,0.0,531000000.0,232000000.0
Net Debt,-300300000.0,368100000.0,145500000.0,49400000.0,-184900000.0,-186300000.0,-34100000.0,200100000.0,-65800000.0,,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Other Liabilities,8985000000.0,6450000000.0,5185300000.0,4979000000.0,4433500000.0,2523700000.0,2273200000.0,2068900000.0,2037300000.0,,
