Date,2017-12,2016-12,2015-12,2014-12,2013-12
Depreciation & Amortization,354000000.0,342000000.0,251000000.0,88000000.0,000000.0
Stock-based compensation,000000.0,000000.0,1000000.0,1000000.0,000000.0
Operating Cash Flow,182000000.0,185000000.0,321000000.0,98000000.0,000000.0
Capital Expenditure,-59000000.0,-56000000.0,-48000000.0,-18000000.0,000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-40000000,-36000000,-34000000,0,0
Investing Cash flow,-93000000.0,-75000000.0,-4256000000.0,-1983000000.0,000000.0
Issuance (repayment) of debt,-4122000000.0,-3340000000.0,-296000000.0,-9000000.0,000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,-67000000.0,-102000000.0,4001000000.0,2169000000.0,000000.0
Effect of forex changes on cash,33000000.0,-18000000.0,-31000000.0,-10000000.0,000000.0
Net cash flow / Change in cash,55000000.0,-10000000.0,35000000.0,274000000.0,000000.0
Free Cash Flow,123000000.0,128000000.0,273000000.0,80000000.0,000000.0
Net Cash/Marketcap,,,,,
