Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,2005000.0,2799000.0,9054000.0,368000.0,758000.0,5517000.0,271000.0,133000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,2005000.0,2799000.0,9054000.0,368000.0,758000.0,5517000.0,271000.0,133000.0
Receivables,6191000.0,8337000.0,1369000.0,641000.0,702000.0,788000.0,0.0,1500000.0
Inventories,13050000.0,14753000.0,2722000.0,777000.0,4070000.0,2916000.0,0.0,0.0
Total current assets,22026000.0,26515000.0,13256000.0,1801000.0,5941000.0,10620000.0,287000.0,1677000.0
Property Plant & Equipment Net,2096000.0,3237000.0,771000.0,792000.0,816000.0,806000.0,1725000.0,2140000.0
Goodwill and Intangible Assets,4691000.0,6894000.0,5872000.0,11903000.0,16382000.0,18196000.0,17608000.0,14537000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,6787000.0,10131000.0,6643000.0,14773000.0,17198000.0,19002000.0,19333000.0,16677000.0
Total assets,28813000.0,36646000.0,19899000.0,16574000.0,23139000.0,29622000.0,19620000.0,18354000.0
Payables,7072000.0,10918000.0,1606000.0,1196000.0,868000.0,1841000.0,1753000.0,686000.0
Short-term debt,399942.0,18000.0,58000.0,54000.0,123000.0,129000.0,17198000.0,6883000.0
Total current liabilities,12637000.0,18989000.0,5211000.0,4177000.0,4404000.0,5088000.0,23507000.0,9677000.0
Long-term debt,5886000.0,30000.0,49000.0,106000.0,0.0,118000.0,2000000.0,2000000.0
Total debt,6285942.0,48000.0,107000.0,160000.0,123000.0,247000.0,19198000.0,8883000.0
Deferred revenue,1574000.0,634000.0,186000.0,149000.0,480000.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,5886000.0,60000.0,98000.0,212000.0,0.0,236000.0,2000000.0,2000000.0
Total liabilities,28835000.0,19019000.0,7260000.0,6283000.0,6782000.0,7206000.0,25507000.0,11677000.0
Other comprehensive income,215451022,237118000,221938000,198688000,186897000,173978000,0.0,0.0
Retained earnings (deficit),-234525000.0,-219845000.0,-209299000.0,-188397000.0,-170540000.0,-151562000.0,-124112000.0,-110325000.0
Total shareholders equity,-22000.0,17627000.0,12639000.0,10291000.0,16357000.0,22416000.0,-5887000.0,6677000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,4280942.0,-2751000.0,-8947000.0,-208000.0,-635000.0,-5270000.0,18927000.0,8750000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,44000.0
Other Liabilities,10312000.0,0.0,1951000.0,1894000.0,2378000.0,1882000.0,4556000.0,2108000.0
