Date,2018-12-31,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,650407000.0,579221000.0,,463469000.0,,381441000.0,,312081000.0,,473459000.0,,287543000.0,244565000.0
Short-term investments,1855682000.0,1408326000.0,,1696195000.0,,1585023000.0,,1654752000.0,,1118912000.0,,1868171000.0,1929297000.0
Cash and short-term investments,2506089000.0,1987547000.0,,2159664000.0,,1966464000.0,,1966833000.0,,1592371000.0,,2155714000.0,2173862000.0
Receivables,68801000.0,63589000.0,,59024000.0,,53457000.0,,49065000.0,,36593000.0,,36040000.0,35870000.0
Inventories,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,2574890000.0,2051136000.0,,2218688000.0,,2019921000.0,,2015898000.0,,1628964000.0,,2191754000.0,2209732000.0
Property Plant & Equipment Net,270614000.0,286690000.0,,293910000.0,,236013000.0,,238377000.0,,221065000.0,,221533000.0,210705000.0
Goodwill and Intangible Assets,1046914000.0,1058314000.0,1004000000,1062959000.0,1001000000,769882000.0,725000000,749527000.0,712000000,446797000.0,423000000,452881000.0,416563000.0
Long-term investments,147254000.0,181341000.0,,98686000.0,,73572000.0,,55277000.0,,268266000.0,,111533000.0,100337000.0
Tax assets,107794000.0,141221000.0,,178746000.0,,170037000.0,,195319000.0,,117539000.0,,140794000.0,162031000.0
Total non-current assets,17632136000.0,18035804000.0,,17083629000.0,,13565086000.0,,12586201000.0,,8012463000.0,,7380051000.0,7623340000.0
Total assets,20207026000.0,20086940000.0,20087000000.0,19302317000.0,19302000000.0,15585007000.0,15585000000.0,14602099000.0,14602000000.0,9641427000.0,9641000000.0,9571805000.0,9833072000.0
Payables,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Short-term debt,1470055000.0,861039000.0,,1569288000.0,,1005737000.0,,931415000.0,,493389000.0,,220602000.0,219954000.0
Total current liabilities,1470160000.0,861152000.0,,1569305000.0,,1005754000.0,,932396000.0,,493462000.0,,220697000.0,220037000.0
Long-term debt,349681000.0,505158000.0,717000000.0,311790000.0,522000000.0,400274000.0,586000000.0,82916000.0,269000000.0,62159000.0,214000000.0,116050000.0,266264000.0
Total debt,1819736000.0,1366197000.0,717000000.0,1881078000.0,522000000.0,1406011000.0,586000000.0,1014331000.0,269000000.0,555548000.0,214000000.0,336652000.0,486218000.0
Deferred revenue,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax Liabilities,105000.0,113000.0,,17000.0,,17000.0,,981000.0,,73000.0,,95000.0,83000.0
Deposit Liabilities,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,602665000.0,761248000.0,,638898000.0,,672756000.0,,341108000.0,,242619000.0,,298084000.0,404433000.0
Total liabilities,17172178000.0,17077117000.0,17077000000.0,16723365000.0,16723000000.0,13499016000.0,13499000000.0,12575248000.0,12575000000.0,8316189000.0,8316000000.0,8297518000.0,8442495000.0
Other comprehensive income,1839365000,1940078000,4000000.0,1734014000,5000000.0,1337646000,16000000.0,1376067000,20000000.0,734306000,8000000.0,729478000,922923000
Retained earnings (deficit),1199485000.0,1065303000.0,1065000000.0,838892000.0,839000000.0,731812000.0,732000000.0,629677000.0,630000000.0,581998000.0,582000000.0,507933000.0,427956000.0
Total shareholders equity,3034848000.0,3009823000.0,3010000000.0,2578952000.0,2579000000.0,2085991000.0,2086000000.0,2026851000.0,2027000000.0,1325238000.0,1325000000.0,1274287000.0,1390577000.0
Investments,2002936000.0,1589667000.0,,1794881000.0,,1658595000.0,,1710029000.0,,1387178000.0,,1979704000.0,2029634000.0
Net Debt,1169329000.0,786976000.0,717000000,1417609000.0,522000000,1024570000.0,586000000,702250000.0,269000000,82089000.0,214000000,49109000.0,241653000.0
Other Assets,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Other Liabilities,15099353000.0,15454717000.0,0,14515162000.0,0,11820506000.0,0,11301744000.0,0,7580108000.0,0,7778737000.0,7818025000.0
